Ocupacion,Years_Trabajados,Tipo_Trabajo,Ingresos_Mensuales,Tipo_Contrato,Idioma_Casa,Lee_Escribe,Asiste_Asistio,Titulo_Alcanzado,Indice_pobreza,Condicion_pobreza
3,20,1,1880317,1,2,1,1,1,3,0
3,3,1,2190000,3,2,1,1,1,3,0
6,2,2,2000000,4,2,1,1,,3,0
2,17,1,3600000,1,2,1,1,10,3,0
2,4,1,4050000,1,3,1,1,10,3,0
5,0,2,880000,4,2,1,1,14,2,1
5,0,2,600000,4,2,1,1,,2,1
7,6,2,2500000,3,2,1,1,,3,0
5,0,2,1600000,4,2,1,1,14,3,0
9,28,6,600000,4,1,1,1,,3,0
9,0,6,1000000,4,1,1,1,,3,0
8,3,2,2200000,4,1,1,1,,3,0
9,13,2,1300000,4,1,1,1,,3,0
3,14,1,3200000,1,3,1,1,14,3,0
4,11,1,1400000,2,2,1,1,14,3,0
8,2,1,1456000,2,2,1,1,,3,0
9,1,2,800000,4,2,1,1,1,3,0
2,8,1,2600000,3,2,1,1,7,3,0
3,0,1,2800000,1,2,1,1,1,3,0
5,6,2,2000000,1,1,1,1,,3,0
3,14,1,2600000,1,2,1,1,14,3,0
6,0,2,2000000,4,2,1,1,14,3,0
6,17,2,2000000,1,1,1,1,,3,0
6,15,2,960000,4,1,1,1,,3,0
9,1,2,1500000,4,1,1,1,,3,0
9,3,2,2800000,4,1,1,1,,3,0
9,1,2,2600000,4,1,1,1,,3,0
9,2,2,1800000,4,1,1,1,,3,0
9,3,6,800000,4,1,1,1,,3,0
1,8,2,6000000,1,2,1,1,1,3,0
8,13,2,2093000,3,2,1,1,,3,0
8,7,2,2960000,4,2,1,1,,3,0
5,8,2,2550000,4,1,1,1,,3,0
9,5,2,2000000,4,2,1,1,,3,0
3,10,2,2500000,3,2,1,1,14,3,0
9,2,2,1920000,4,2,1,1,,3,0
9,5,6,600000,4,2,1,1,,3,0
4,1,1,1200000,3,2,1,1,1,3,0
9,1,2,2000000,4,2,1,1,,3,0
3,0,1,1000000,3,1,1,1,1,3,0
5,28,1,2270000,1,2,1,1,1,3,0
9,22,6,650000,4,1,1,1,,3,0
2,12,1,3500000,3,3,1,1,10,3,0
9,6,6,1000000,4,1,1,1,3,2,1
9,28,6,2000000,4,2,1,1,,2,1
9,12,6,800000,4,2,1,1,,2,1
3,0,2,2000000,4,2,1,1,,3,0
3,10,2,2000000,4,2,1,1,1,3,0
7,23,2,4160000,3,1,1,1,,3,0
9,27,6,1600000,3,2,1,1,,3,0
9,13,2,800000,4,1,1,1,14,3,0
9,4,2,2200000,4,1,1,1,,3,0
9,1,6,300000,4,1,1,1,,3,0
9,3,6,500000,4,1,1,1,,3,0
9,20,6,600000,4,3,1,1,,3,0
5,8,2,1200000,4,2,1,1,,3,0
2,10,1,4600000,1,2,1,1,3,3,0
2,18,1,2344820,1,2,1,1,3,3,0
2,15,1,2293300,1,2,2,1,1,3,0
7,10,2,1600000,4,1,1,1,,3,0
7,30,2,2000000,4,1,1,1,,3,0
9,23,6,600000,4,1,1,1,,3,0
4,1,1,2500000,3,2,1,1,,3,0
9,0,2,1400000,4,1,1,1,,3,0
6,0,2,1200000,4,1,1,1,14,3,0
2,15,1,3800000,1,3,1,1,5,3,0
5,5,2,2000000,4,1,1,1,,3,0
2,16,1,3500000,1,3,1,1,14,3,0
5,10,6,2000000,3,3,1,1,,3,0
10,17,1,6500000,1,3,1,1,6,3,0
5,10,1,4000000,3,2,1,1,1,3,0
5,3,1,4200000,1,2,1,1,14,3,0
8,12,1,2900000,1,2,1,1,,3,0
9,25,6,1200000,4,2,1,1,,3,0
8,6,2,2500000,3,2,1,1,1,3,0
6,32,6,400000,4,1,1,1,,1,1
9,5,6,1100000,4,2,1,1,,3,0
6,8,6,3500000,4,2,1,1,,3,0
9,31,6,600000,4,2,1,1,,2,1
9,2,6,1200000,4,1,1,1,,3,0
9,10,6,50000,4,2,1,1,,2,1
10,10,1,3500000,1,2,1,1,6,3,0
5,3,2,2850000,1,2,1,1,7,3,0
2,2,1,8422912,1,2,1,1,1,3,0
1,5,2,12000000,1,2,1,1,8,3,0
3,0,2,2500000,2,2,1,1,1,3,0
2,18,1,3600000,1,1,1,1,3,3,0
3,14,1,4800000,1,2,1,1,6,3,0
9,20,6,800000,4,2,1,1,,2,1
5,9,2,2500000,4,2,1,1,,2,1
5,8,2,2300000,1,2,1,1,,3,0
5,5,2,2350000,3,2,1,1,,3,0
9,10,6,400000,4,2,1,1,,3,0
9,5,2,2000000,4,2,1,1,,3,0
9,5,6,700000,4,2,1,1,,3,0
9,3,2,1200000,4,2,1,1,,3,0
9,8,6,400000,4,1,1,1,,3,0
8,5,2,2400000,4,1,1,1,,3,0
1,1,1,2500000,3,1,1,1,7,3,0
2,15,1,2000000,1,2,1,1,1,3,0
5,2,2,1200000,4,2,1,1,,2,1
8,2,2,2500000,1,2,1,1,,3,0
2,20,1,4500000,1,3,1,1,1,3,0
5,15,2,2500000,4,2,1,1,1,3,0
2,20,1,4000000,1,2,1,1,1,3,0
5,26,1,3000000,1,2,1,1,7,3,0
3,14,2,2400000,4,2,1,1,,3,0
9,9,2,2200000,4,1,1,1,,3,0
9,0,2,2500000,1,2,1,1,,3,0
7,10,2,1200000,4,2,1,1,,3,0
10,28,1,4000000,1,3,1,1,6,3,0
1,8,1,8500000,1,3,1,1,1,3,0
9,0,2,1400000,4,1,1,1,,2,1
3,0,1,10000000,1,2,1,1,1,3,0
9,7,1,8000000,1,3,1,1,14,3,0
4,10,2,3800000,1,3,1,1,14,3,0
9,18,6,1000000,4,2,1,1,,2,1
5,15,2,500000,4,2,1,1,1,3,0
7,37,1,3800000,1,3,1,1,,3,0
7,5,2,2800000,4,2,1,1,,3,0
2,15,1,2300000,1,2,1,1,1,3,0
9,0,2,1400000,4,1,1,1,,3,0
9,4,2,3120000,3,1,2,1,,3,0
4,0,2,2300000,1,3,1,1,1,3,0
7,19,2,2200000,4,1,1,1,,3,0
9,3,2,1760000,4,1,1,1,,2,1
9,1,1,1700000,3,1,1,1,,3,0
7,22,2,2000000,4,1,1,1,,2,1
2,12,1,5000000,1,3,1,1,4,3,0
9,15,2,2000000,4,1,1,1,,3,0
9,5,2,1600000,4,1,1,1,,3,0
9,15,6,1200000,4,2,1,1,,2,1
9,2,2,1500000,4,2,2,1,,2,1
5,20,2,1200000,4,1,1,1,,3,0
9,1,1,1560000,3,1,1,1,,3,0
5,2,2,1400000,3,3,1,1,,3,0
9,0,2,2320000,3,3,1,1,,3,0
9,18,2,400000,4,2,1,1,,2,1
5,1,1,1000000,4,2,1,1,,2,1
4,3,2,1800000,4,2,1,1,1,3,0
6,1,2,1200000,4,1,1,1,,3,0
6,1,2,0,4,1,1,1,,3,0
6,13,2,2300000,4,2,1,1,,3,0
6,19,2,2500000,4,1,1,1,,3,0
9,19,6,200000,4,3,1,1,,3,0
5,12,1,6000000,1,2,1,1,6,3,0
9,5,2,1600000,4,2,1,1,,3,0
7,25,2,2000000,4,1,1,1,,3,0
7,10,2,1200000,4,1,1,1,,3,0
7,10,2,800000,4,1,1,1,,2,1
5,8,2,800000,4,1,1,1,,2,1
5,1,2,0,3,2,1,1,,2,1
2,12,1,3928000,1,2,1,1,1,3,0
8,23,1,3200000,1,2,1,1,,3,0
2,6,1,2200000,1,1,1,1,1,3,0
2,10,1,12000000,1,2,1,1,1,3,0
5,2,2,800000,4,2,1,1,7,3,0
2,15,1,7000000,1,2,1,1,10,3,0
2,23,1,8500000,1,2,1,1,1,3,0
3,11,2,2000000,4,3,1,1,1,3,0
2,0,1,2000000,3,2,1,1,1,3,0
3,17,2,2200000,4,1,1,1,,2,1
2,14,1,6500000,1,3,1,1,10,3,0
8,4,2,3200000,3,3,1,1,,3,0
3,10,2,2500000,1,3,1,1,1,3,0
2,22,1,5800000,1,3,1,1,9,3,0
3,11,2,4500000,1,2,1,1,1,3,0
5,5,2,3500000,1,2,1,1,14,3,0
2,10,1,4800000,1,3,1,1,3,3,0
1,10,1,4800000,1,3,1,1,1,3,0
9,28,6,320000,4,2,1,1,,3,0
9,10,2,2000000,4,2,1,1,,3,0
9,3,6,480000,4,1,1,1,,1,1
9,30,6,600000,4,1,1,1,,3,0
3,3,2,2400000,3,1,1,1,14,3,0
6,6,2,1700000,3,1,1,1,,3,0
7,0,2,720000,4,1,1,1,,3,0
6,0,2,0,4,1,1,1,,3,0
5,10,2,2500000,1,2,1,1,,3,0
9,7,2,2500000,4,2,1,1,,3,0
8,6,2,2500000,4,2,1,1,,3,0
6,11,2,2500000,4,2,1,1,,3,0
9,6,2,2500000,4,2,1,1,,3,0
6,5,2,2300000,1,1,1,1,,3,0
9,2,2,2500000,4,2,1,1,,3,0
9,0,2,2000000,4,2,1,1,,3,0
7,0,2,1200000,4,2,1,1,,3,0
7,0,2,1200000,4,2,1,1,,3,0
9,0,6,1000000,4,1,1,1,,3,0
9,0,2,1700000,4,1,1,1,,3,0
2,20,1,5310412,1,2,1,1,3,3,0
7,5,2,720000,4,2,1,1,,3,0
2,13,1,4000000,1,2,1,1,1,3,0
2,3,1,3000000,1,2,1,1,3,3,0
6,8,2,0,4,1,1,1,,3,0
6,7,2,1000000,4,2,1,1,,2,1
2,12,1,3800000,1,1,1,1,14,3,0
7,13,2,3380000,4,2,1,1,,3,0
6,30,2,1400000,4,1,1,1,,3,0
7,12,2,2500000,4,2,1,1,14,3,0
7,4,2,2200000,3,1,1,1,,3,0
9,3,6,170000,4,1,1,1,,2,1
5,3,2,1200000,4,1,1,1,,3,0
7,0,2,120000,4,1,1,1,,3,0
9,5,2,400000,4,1,1,1,,3,0
9,0,2,2300000,3,1,1,1,,3,0
9,11,2,1800000,4,1,1,1,,3,0
9,6,2,1800000,4,1,1,1,,2,1
9,2,2,800000,4,2,1,1,,2,1
2,0,2,2000000,4,3,1,1,14,3,0
4,3,1,1800000,3,2,1,1,14,3,0
4,2,1,2200000,3,2,1,1,1,3,0
2,26,1,5000000,1,2,1,1,3,3,0
4,1,1,4000000,1,1,1,1,1,3,0
5,4,2,2200000,1,2,1,1,,3,0
6,10,2,1800000,4,2,1,1,,2,1
9,0,1,1500000,3,1,1,1,,3,0
2,26,1,3500000,1,3,1,1,4,3,0
2,5,1,3000000,1,2,1,1,9,3,0
2,10,1,5620000,1,2,1,1,1,3,0
3,7,2,2680000,3,2,1,1,1,3,0
2,1,1,3000000,1,3,1,1,9,3,0
3,3,2,3000000,3,1,1,1,1,3,0
6,4,2,800000,4,2,1,1,,3,0
6,25,2,2600000,4,2,1,1,,3,0
9,4,2,4000000,4,2,1,1,,3,0
7,10,2,2400000,3,2,1,1,,3,0
2,18,1,5000000,1,2,1,1,1,3,0
2,23,1,3000000,1,2,1,1,3,3,0
2,12,1,4000000,1,2,1,1,4,3,0
2,14,1,5000000,1,2,1,1,10,3,0
6,18,2,280000,4,2,1,1,,1,1
9,8,2,700000,4,1,1,1,,2,1
8,0,2,2300000,1,1,1,1,,3,0
9,5,1,500000,3,1,1,1,,1,1
2,22,1,2655000,1,1,1,1,3,3,0
9,9,6,400000,4,2,1,1,,1,1
3,23,1,1500000,1,3,1,1,1,3,0
9,8,2,2300000,3,1,2,1,,3,0
9,1,2,2200000,3,1,1,1,,2,1
2,21,1,4200000,1,3,1,1,1,3,0
9,13,6,780000,4,2,1,1,,3,0
7,6,2,1200000,4,2,1,1,,3,0
5,8,6,1900000,4,3,1,1,,3,0
4,5,1,6500000,1,2,1,1,4,3,0
6,27,2,2000000,4,2,1,1,1,3,0
6,1,2,2000000,4,1,1,1,,3,0
8,9,2,3000000,4,2,1,1,,3,0
8,15,2,1400000,4,1,1,1,,3,0
3,10,1,3050000,1,2,1,1,7,3,0
4,0,2,1600000,3,2,1,1,14,3,0
9,4,2,1800000,3,2,1,1,7,3,0
5,1,2,1300000,4,2,1,1,,3,0
7,29,2,800000,4,2,1,1,,3,0
5,5,2,1600000,4,2,1,1,7,3,0
9,20,2,2080000,4,1,2,1,,3,0
7,2,2,2500000,4,1,1,1,,3,0
9,2,2,2080000,4,1,1,1,,3,0
3,7,2,800000,4,1,1,1,,3,0
8,0,2,2500000,1,1,1,1,,3,0
7,2,2,2880000,4,2,1,1,,3,0
7,10,2,2400000,4,2,1,1,,3,0
6,1,2,2500000,4,2,1,1,,2,1
4,4,2,2480000,3,2,1,1,14,3,0
4,5,2,3000000,1,2,1,1,,3,0
3,15,2,1250000,4,3,1,1,1,3,0
7,3,2,2300000,3,2,1,1,,3,0
9,7,2,2240000,3,1,1,1,,3,0
1,3,2,2100000,3,2,1,1,,3,0
7,3,2,1400000,3,1,1,1,,3,0
9,0,2,3120000,3,1,1,1,,3,0
2,6,2,2350000,1,2,1,1,1,3,0
9,3,2,2000000,4,2,1,1,,3,0
3,8,2,0,4,2,1,1,,3,0
2,24,1,8000000,1,3,1,1,1,3,0
2,14,1,6000000,1,3,1,1,4,3,0
5,1,6,1000000,4,2,1,1,,3,0
9,10,2,2600000,4,1,1,1,,3,0
9,2,2,1600000,4,2,1,1,7,3,0
9,2,2,1800000,4,2,1,1,,3,0
7,6,2,6000000,4,2,1,1,,3,0
9,0,2,2500000,4,1,1,1,10,3,0
9,9,6,1000000,4,2,2,1,,3,0
9,1,2,1760000,4,2,1,1,,3,0
5,13,2,2320000,3,2,1,1,,3,0
8,6,2,1600000,1,1,1,1,,3,0
9,18,2,600000,3,1,1,1,,3,0
3,1,2,1200000,3,1,1,1,,3,0
9,2,2,1500000,4,2,1,1,,3,0
7,24,2,2500000,4,1,1,1,,3,0
6,25,2,2500000,4,1,1,1,,3,0
6,20,2,0,4,2,1,1,,3,0
6,9,2,500000,4,1,2,1,,3,0
6,30,2,500000,4,2,1,1,,2,1
9,0,6,100000,4,2,1,1,,2,1
9,2,6,900000,4,2,1,1,,1,1
5,2,2,2300000,3,1,1,1,,2,1
9,7,6,600000,4,2,1,1,1,2,1
2,2,1,2200000,3,2,1,1,1,3,0
9,1,6,1000000,4,2,1,1,1,3,0
6,1,2,1200000,4,1,1,1,,3,0
9,12,6,1000000,4,1,1,1,,3,0
9,3,6,350000,4,3,1,1,,3,0
6,19,2,2000000,3,2,1,1,,2,1
7,2,2,2000000,4,2,1,1,,2,1
6,0,2,2400000,4,2,1,1,,3,0
8,20,2,2680373,3,2,1,1,14,2,1
9,12,6,1560000,4,2,1,1,14,2,1
8,7,1,2683373,3,2,1,1,14,2,1
2,13,1,6000000,1,2,1,1,1,3,0
7,35,2,3120000,4,2,1,1,,3,0
2,3,1,3000000,3,2,1,1,1,3,0
9,0,2,720000,4,2,1,1,,3,0
8,5,2,3000000,1,1,1,1,,3,0
6,10,2,800000,4,1,1,1,,2,1
6,10,2,800000,4,1,1,1,,2,1
2,6,1,3000000,3,2,1,1,1,3,0
9,0,1,900000,3,2,1,1,,3,0
6,1,2,1500000,3,1,1,1,,2,1
1,15,1,4000000,1,2,1,1,3,3,0
2,18,1,3000000,1,2,1,1,1,3,0
9,15,6,160000,4,1,1,1,,2,1
6,5,2,1500000,4,1,1,1,,3,0
6,2,2,600000,4,2,1,1,,3,0
2,3,1,5000000,1,1,1,1,3,3,0
3,4,1,3000000,3,2,1,1,,3,0
4,24,1,2000000,1,1,1,1,,3,0
5,0,1,1000000,3,1,1,1,1,2,1
5,7,2,2300000,1,2,1,1,,3,0
5,5,6,1600000,4,2,1,1,,2,1
2,4,1,4500000,1,2,1,1,3,3,0
6,9,2,2000000,4,1,1,1,,3,0
5,0,6,500000,4,1,1,1,,3,0
6,3,2,1500000,3,2,1,1,,2,1
5,0,2,800000,4,2,1,1,,2,1
9,28,1,2251200,1,2,1,1,,3,0
6,1,1,2400000,1,2,1,1,,3,0
9,0,2,2400000,3,2,1,1,,3,0
9,10,6,250000,4,1,1,1,,3,0
8,0,1,2000000,3,2,1,1,,3,0
1,5,1,3000000,1,2,1,1,3,3,0
7,1,2,1000000,4,2,1,1,,3,0
9,2,2,1600000,4,2,1,1,,3,0
3,5,2,2500000,1,1,1,1,,3,0
3,11,1,3528000,1,3,1,1,1,3,0
3,12,1,3800000,1,2,1,1,1,3,0
5,3,6,1200000,4,3,1,1,,3,0
7,13,2,2800000,4,2,1,1,14,3,0
5,6,2,1000000,1,2,1,1,,3,0
7,13,2,2285920,3,2,1,1,,2,1
7,25,2,3600000,4,3,1,1,14,3,0
9,7,6,1500000,4,3,1,1,14,3,0
5,0,6,800000,4,2,1,1,,2,1
9,15,6,840000,4,2,2,1,,2,1
7,27,2,3000000,4,2,1,1,,2,1
9,9,2,1600000,4,2,1,1,,1,1
7,7,2,800000,4,2,1,1,,3,0
9,7,6,2500000,1,2,1,1,14,3,0
10,8,1,4000000,1,2,1,1,6,3,0
7,10,2,1600000,4,2,1,1,,2,1
2,26,1,5310412,1,2,1,1,3,3,0
1,26,1,5310412,1,2,1,1,1,3,0
7,0,2,800000,4,2,1,1,14,2,1
7,23,2,3000000,1,1,1,1,,3,0
9,10,6,1000000,4,2,1,1,,3,0
7,3,2,2200000,3,2,1,1,,3,0
6,2,2,2300000,3,1,1,1,,3,0
9,2,2,1300000,4,1,1,1,,3,0
8,10,2,3600000,3,1,1,1,,3,0
9,6,2,1920000,4,1,1,1,,3,0
9,0,2,2000000,3,1,1,1,,3,0
9,3,2,1200000,4,1,1,1,,3,0
9,7,2,1200000,4,1,1,1,,3,0
7,4,2,1200000,4,1,1,1,,2,1
7,10,2,1600000,4,1,1,1,,3,0
7,8,2,1400000,4,1,1,1,,2,1
2,14,1,7500000,1,3,1,1,1,3,0
3,15,2,4000000,1,3,1,1,1,3,0
9,0,2,2400000,4,2,1,1,,3,0
6,30,2,1440000,4,1,1,1,,3,0
7,11,1,3000000,1,2,1,1,6,3,0
9,12,2,2400000,4,1,1,1,,2,1
1,20,2,3000000,4,2,1,1,14,3,0
6,20,2,3000000,4,2,1,1,,3,0
8,5,2,2450000,1,2,1,1,,3,0
7,4,2,4000000,4,2,1,1,,3,0
7,7,2,1000000,4,1,1,1,,3,0
1,8,2,2439139,1,2,1,1,1,3,0
9,22,2,1200000,4,2,1,1,,3,0
5,7,6,450000,4,2,1,1,,2,1
5,18,1,7800000,1,2,1,1,6,3,0
4,0,2,2500000,3,2,1,1,,3,0
7,1,2,1600000,4,2,1,1,,3,0
2,3,1,6600000,3,3,1,1,1,3,0
2,5,1,3300000,3,2,1,1,1,3,0
5,17,1,7200000,1,2,1,1,6,3,0
7,15,2,1400000,4,1,1,1,,3,0
5,20,1,4000000,1,2,1,1,6,3,0
5,1,1,3800000,1,2,1,1,6,3,0
9,10,6,400000,4,1,1,1,,2,1
9,0,2,1820000,4,1,1,1,,3,0
9,1,6,1000000,4,1,1,1,,2,1
2,12,1,4200000,1,3,1,1,1,3,0
9,19,6,600000,4,2,1,1,,1,1
1,4,2,3200000,1,2,1,1,1,3,0
2,10,1,3080000,3,2,1,1,1,3,0
8,6,2,1802000,1,1,1,1,,2,1
2,21,1,7030000,1,2,1,1,3,3,0
7,4,2,2600000,4,2,1,1,,3,0
5,0,2,1500000,4,1,1,1,,3,0
7,10,2,6000000,4,2,1,1,,3,0
3,5,2,2500000,1,2,1,1,,3,0
6,7,2,1000000,4,2,1,1,,3,0
3,0,2,2500000,3,2,1,1,14,3,0
1,8,2,3500000,1,2,1,1,1,3,0
5,2,2,800000,4,2,1,1,1,3,0
9,2,2,2500000,1,2,1,1,14,3,0
2,25,1,6300000,1,1,1,1,4,3,0
6,3,2,200000,4,2,1,1,,3,0
9,7,6,800000,4,2,1,1,,3,0
9,8,6,500000,4,2,1,1,,3,0
2,4,1,4100000,1,2,1,1,1,3,0
6,1,2,800000,4,1,1,1,,3,0
9,13,6,320000,4,1,1,1,,3,0
2,3,1,3000000,1,1,1,1,1,3,0
9,2,6,500000,4,1,1,1,1,3,0
9,0,2,2000000,4,1,1,1,,3,0
8,0,2,1500000,3,1,1,1,,3,0
9,10,2,2080000,4,1,1,1,,3,0
5,1,6,1000000,4,2,1,1,,2,1
1,2,2,1400000,4,2,1,1,,2,1
9,2,2,800000,4,2,1,1,,3,0
9,0,2,1200000,4,1,1,1,,2,1
9,0,2,2000000,3,1,1,1,,3,0
9,0,6,1000000,4,2,1,1,,3,0
2,12,1,6600000,1,2,1,1,3,3,0
6,11,2,800000,4,1,1,1,,2,1
9,6,6,600000,4,2,1,1,,2,1
9,0,2,600000,4,1,1,1,,3,0
2,17,1,8000000,1,3,1,1,4,3,0
2,3,1,300000,1,2,1,1,1,3,0
5,5,2,500000,4,2,1,1,14,3,0
3,8,2,3200000,4,1,1,1,,3,0
9,17,6,300000,4,1,1,1,,3,0
7,26,2,1900000,4,1,1,1,,2,1
7,30,2,2400000,4,1,1,1,,3,0
7,10,2,4000000,4,2,1,1,,3,0
9,0,2,2320000,1,2,1,1,,2,1
3,0,2,2000000,1,1,1,1,,3,0
3,1,2,2700000,1,2,1,1,1,3,0
5,10,2,2550000,3,2,1,1,,3,0
5,10,2,2550000,3,2,1,1,,3,0
5,4,2,2550000,3,1,1,1,,3,0
8,20,2,6000000,3,2,1,1,,3,0
7,8,2,3200000,4,3,1,1,,3,0
3,2,2,4000000,1,2,1,1,1,3,0
5,18,1,10000000,1,2,1,1,14,3,0
5,3,2,2700000,4,1,1,1,,3,0
5,10,2,2500000,4,2,1,1,14,3,0
5,13,2,2000000,4,2,1,1,,3,0
9,2,7,2000000,4,1,2,1,,3,0
7,0,2,1600000,4,1,1,1,,3,0
9,3,2,2490000,4,1,1,1,,3,0
7,0,2,2600000,4,2,1,1,,3,0
7,0,2,2800000,4,2,1,1,,3,0
9,0,2,2490000,4,2,1,1,,3,0
9,0,2,2000000,4,2,1,1,,3,0
9,0,2,1500000,4,1,1,1,,3,0
5,2,2,400000,4,2,1,1,,3,0
2,20,1,6500000,1,3,1,1,1,3,0
5,0,2,2600000,4,1,1,1,,3,0
1,18,2,11000000,1,3,1,1,1,3,0
9,12,2,2340000,4,1,1,1,,3,0
9,9,6,1200000,4,1,1,1,,3,0
9,15,7,3000000,4,1,1,1,,3,0
5,2,2,2500000,1,1,1,1,14,3,0
1,0,2,2400000,4,2,1,1,,3,0
3,1,2,0,4,3,1,1,,3,0
4,4,2,3000000,1,2,1,1,14,3,0
5,7,2,2300000,1,2,1,1,1,3,0
5,3,2,2500000,4,3,1,1,,3,0
5,0,2,0,4,3,1,1,,3,0
4,2,1,2500000,3,2,1,1,14,3,0
9,5,7,3900000,4,2,1,1,,3,0
5,5,2,2500000,4,2,1,1,,3,0
5,2,6,1000000,4,3,1,1,,3,0
4,12,2,1200000,4,3,1,1,,3,0
5,1,2,1500000,4,1,1,1,,3,0
9,20,2,2500000,4,2,1,1,,3,0
9,8,2,2600000,1,1,1,1,,2,1
7,2,2,1200000,4,2,1,1,,2,1
5,0,1,3000000,3,2,1,1,,3,0
8,10,2,3000000,4,3,1,1,,3,0
5,8,7,2800000,4,4,1,1,,3,0
9,4,2,2600000,3,1,1,1,,3,0
5,0,2,1600000,4,1,1,1,,3,0
5,8,2,1600000,2,1,1,1,14,2,1
1,3,2,5000000,1,3,1,1,1,3,0
4,5,2,3000000,1,3,1,1,,3,0
7,0,2,1200000,4,3,1,1,,3,0
9,15,6,800000,4,2,1,1,,2,1
9,5,6,1920000,4,1,1,1,,3,0
7,6,2,2000000,4,2,1,1,,2,1
7,0,2,500000,4,1,1,1,,1,1
5,1,2,2000000,1,3,1,1,,3,0
7,8,2,3200000,4,3,1,1,,3,0
7,10,2,1500000,4,3,1,1,,1,1
3,0,2,2500000,1,2,1,1,,3,0
3,8,1,2800000,1,2,1,1,14,3,0
3,12,1,11000000,1,3,1,1,1,3,0
9,15,6,1800000,4,3,1,1,,3,0
5,2,2,2300000,1,3,1,1,,3,0
8,3,6,1600000,4,3,1,1,,3,0
5,2,2,2600000,3,3,1,1,,3,0
7,0,2,1500000,4,3,1,1,,3,0
7,7,2,2500000,1,1,1,1,,3,0
9,10,6,2500000,4,1,1,1,,3,0
7,0,2,2000000,4,1,1,1,,3,0
3,23,2,4000000,4,2,1,1,1,3,0
2,3,2,5000000,1,2,1,1,1,3,0
5,2,2,1200000,4,3,1,1,3,3,0
1,5,2,2500000,1,3,1,1,14,3,0
2,0,1,3100000,3,3,1,1,1,3,0
2,0,1,3100000,3,3,1,1,1,3,0
3,10,2,2500000,3,3,1,1,,3,0
1,20,2,3000000,1,3,1,1,14,3,0
5,5,2,2500000,1,3,1,1,,3,0
2,4,2,2500000,3,3,1,1,14,3,0
5,0,2,3000000,1,3,1,1,1,3,0
9,20,6,1200000,4,1,2,1,,2,1
7,0,2,1200000,4,1,1,1,,2,1
9,19,6,1000000,4,2,1,1,,3,0
5,0,6,1200000,4,2,1,1,,3,0
3,20,2,8000000,1,3,1,1,,3,0
3,9,2,8000000,1,3,1,1,1,3,0
9,10,2,2500000,1,2,1,1,,3,0
5,15,2,2750000,1,2,1,1,14,3,0
5,4,2,2400000,4,2,1,1,,3,0
5,1,2,960000,4,2,1,1,,3,0
9,1,6,1200000,4,2,1,1,14,1,1
5,0,2,2320000,1,2,1,1,,2,1
8,0,2,4000000,3,3,1,1,14,3,0
2,6,2,3000000,3,2,1,1,1,2,1
9,0,2,3000000,3,2,1,1,14,3,0
8,4,2,2500000,1,3,1,1,1,3,0
9,0,2,500000,4,2,1,1,,3,0
9,1,6,2500000,4,3,1,1,,3,0
9,7,2,2500000,4,1,1,1,,2,1
7,3,2,300000,4,2,1,1,,3,0
7,10,2,3000000,4,2,1,1,,3,0
7,3,2,1500000,4,2,1,1,,3,0
1,2,2,2600000,4,3,1,1,,3,0
9,3,6,2000000,4,2,1,1,,3,0
7,2,2,2200000,4,1,1,1,,2,1
5,1,2,2500000,1,2,1,1,1,3,0
9,25,6,1600000,1,2,1,1,,3,0
5,7,2,2800000,1,2,1,1,,3,0
8,10,2,2000000,4,1,1,1,,3,0
5,0,2,2350000,1,2,1,1,,2,1
4,10,2,3500000,1,3,1,1,14,3,0
5,15,2,3000000,1,3,1,1,1,3,0
2,10,2,12000000,1,2,1,1,1,3,0
5,1,2,2550000,3,2,1,1,,3,0
9,1,6,4500000,2,3,1,1,6,3,0
9,1,6,1000000,4,2,1,1,,2,1
5,17,2,2500000,4,2,1,1,,3,0
9,0,2,2000000,3,2,1,1,,3,0
9,0,2,2000000,4,1,1,1,,2,1
9,2,2,2080000,4,1,1,1,,2,1
7,10,2,1200000,4,2,1,1,,3,0
7,4,2,2340000,4,2,2,1,,3,0
7,30,2,3120000,4,1,1,1,,2,1
7,1,2,800000,4,1,1,1,,2,1
9,2,2,400000,4,1,1,1,,2,1
9,2,6,720000,4,1,1,1,,2,1
5,6,2,2500000,4,1,1,1,,3,0
7,10,2,3640000,4,2,1,1,,2,1
9,11,6,840000,4,2,1,1,,2,1
7,13,2,2800000,4,2,1,1,,3,0
1,0,2,2000000,4,3,1,1,,3,0
5,20,2,3500000,1,2,1,1,14,3,0
9,0,2,600000,4,1,1,1,,3,0
9,4,2,1800000,4,1,1,1,,3,0
2,7,2,7000000,1,2,1,1,1,3,0
5,3,2,1600000,4,2,1,1,14,3,0
9,19,2,2300000,4,1,2,1,,2,1
9,23,6,1500000,4,1,1,1,,2,1
9,12,2,2500000,4,3,1,1,,3,0
5,27,2,3200000,1,2,1,1,,3,0
9,10,7,2800000,1,2,1,1,,3,0
4,4,2,2600000,1,2,1,1,,3,0
9,4,6,2600000,4,2,1,1,,3,0
5,0,2,1800000,4,1,1,1,,3,0
9,15,2,2500000,4,2,1,1,,3,0
9,7,2,3100000,1,3,1,1,,3,0
3,5,2,2550000,1,3,1,1,14,3,0
1,1,2,2550000,1,3,1,1,14,3,0
1,6,2,5000000,1,3,1,1,1,3,0
4,3,2,2300000,4,3,1,1,1,3,0
