Ocupacion,Years_Trabajados,Tipo_Trabajo,Ingresos_Mensuales,Tipo_Contrato,Idioma_Casa,Lee_Escribe,Asiste_Asistio,Titulo_Alcanzado,Indice_pobreza,Condicion_pobreza
4,5,2,2500000,3,3,1,1,,3,0
5,1,2,2300000,1,3,1,1,14,3,0
1,6,2,7000000,1,3,1,1,14,3,0
1,8,2,2500000,2,3,1,1,1,3,0
7,10,2,2000000,4,2,1,1,,3,0
5,5,6,1000000,4,3,1,1,1,3,0
8,0,2,1800000,3,3,1,1,1,3,0
2,12,1,2800000,1,3,1,1,3,3,0
9,3,2,1800000,4,3,1,1,,3,0
7,20,2,2600000,4,2,1,1,,3,0
2,2,2,2500000,3,1,1,1,1,3,0
4,5,2,2300000,1,2,1,1,,3,0
8,6,2,2000000,4,2,1,1,,3,0
4,10,1,2600000,1,2,1,1,1,3,0
3,12,2,3000000,1,3,1,1,1,3,0
1,4,1,9300000,1,3,1,1,9,3,0
9,3,2,1280000,4,2,1,1,,2,1
5,0,2,1400000,4,2,1,1,,2,1
5,0,2,1000000,4,2,1,1,,1,1
9,10,1,3855450,1,3,1,1,9,3,0
1,1,2,4652800,2,3,1,1,9,3,0
9,8,6,600000,4,2,1,1,,3,0
9,3,2,1800000,4,3,1,1,3,3,0
9,16,2,1000000,4,3,1,1,,3,0
4,0,2,1600000,4,2,1,1,1,3,0
9,2,2,740000,4,2,1,1,,2,1
7,3,2,880000,4,2,1,1,,2,1
2,11,1,4500000,1,2,1,1,1,3,0
7,10,2,600000,4,3,1,1,,2,1
9,8,2,1760000,4,1,1,1,,2,1
9,15,2,2000000,4,2,1,1,,3,0
2,15,1,4000000,1,2,1,1,1,3,0
2,5,2,3000000,3,1,1,1,1,3,0
4,0,1,2550000,2,3,1,1,1,3,0
5,1,2,1200000,4,2,1,1,7,3,0
5,2,6,1400000,4,2,1,1,14,3,0
5,5,2,1500000,4,3,1,1,,3,0
3,6,1,3100000,2,3,1,1,1,3,0
9,10,2,800000,4,5,1,1,,3,0
9,10,2,1000000,4,2,1,1,,3,0
3,0,2,1200000,4,1,1,1,,2,1
5,0,2,1000000,4,1,1,1,,2,1
5,1,2,2000000,3,1,1,1,14,3,0
2,3,2,1500000,2,1,1,1,1,3,0
2,8,1,3000000,1,3,1,1,10,3,0
9,8,2,2000000,4,2,1,1,,3,0
3,2,2,0,4,2,1,1,,3,0
7,5,2,2800000,4,2,1,1,14,3,0
5,4,2,1000000,4,2,1,1,,3,0
4,10,1,2500000,1,1,1,1,10,3,0
9,3,2,1400000,4,1,1,1,,2,1
2,14,1,3000000,1,2,1,1,3,3,0
9,10,6,1200000,4,2,1,1,,3,0
7,3,2,2400000,1,2,1,1,,3,0
2,10,1,3500000,1,3,1,1,1,3,0
7,3,2,2000000,4,1,1,1,,3,0
5,3,6,1000000,4,2,1,1,,3,0
5,0,6,500000,4,2,1,1,,3,0
5,5,2,2000000,4,2,1,1,1,3,0
8,5,2,1700000,1,2,1,1,1,3,0
7,5,2,2400000,4,2,1,1,,3,0
9,10,2,2550000,3,3,1,1,,3,0
9,4,6,1300000,4,3,1,1,,3,0
9,0,6,1560000,4,3,1,1,14,3,0
7,17,2,1600000,4,3,1,1,,3,0
8,2,2,1500000,3,1,1,1,,3,0
9,0,2,1500000,4,2,1,1,,3,0
9,26,6,2000000,4,2,1,1,,3,0
7,2,2,1200000,4,1,1,1,,3,0
9,15,6,1600000,4,3,1,1,,3,0
9,4,2,800000,4,3,1,1,,3,0
7,10,2,2500000,4,2,1,1,,3,0
9,5,2,2000000,4,2,1,1,,3,0
2,8,1,7600000,1,2,1,1,1,3,0
5,8,2,1500000,1,2,1,1,14,2,1
9,2,2,0,4,2,1,1,14,2,1
7,0,2,1800000,4,2,1,1,,3,0
9,15,6,500000,4,2,1,1,,3,0
9,1,2,1600000,4,1,1,1,,2,1
5,10,6,950000,4,2,1,1,14,3,0
5,4,2,2000000,4,2,1,1,,3,0
7,1,2,1800000,4,2,1,1,,3,0
7,6,2,2000000,4,2,1,1,,3,0
9,3,2,1400000,4,2,1,1,,3,0
5,12,2,1500000,1,2,1,1,,3,0
7,12,2,800000,4,2,1,1,,3,0
7,8,2,2000000,4,1,1,1,,3,0
7,0,2,1800000,4,1,1,1,,2,1
9,21,6,1600000,4,2,1,1,,3,0
9,1,2,2000000,3,2,1,1,,3,0
9,25,6,800000,4,2,1,1,,3,0
8,10,2,5000000,4,1,1,1,,3,0
5,0,6,560000,4,2,1,1,,3,0
9,12,2,1100000,4,1,1,1,,3,0
2,20,1,2850000,1,2,1,1,1,3,0
5,2,2,1200000,4,1,1,1,,3,0
9,10,6,500000,4,2,1,1,1,3,0
5,2,2,2400000,1,2,1,1,,3,0
3,4,2,0,4,1,1,1,,3,0
3,16,1,2400000,1,1,1,1,1,3,0
5,2,2,2650000,4,3,1,1,,3,0
9,10,6,1000000,4,2,1,1,,3,0
9,10,6,1000000,4,2,1,1,,3,0
7,7,2,2080000,4,1,1,1,7,3,0
9,0,6,800000,4,1,1,1,,3,0
8,13,2,7000000,4,1,1,1,,3,0
4,1,2,2300000,1,2,1,1,,3,0
6,10,2,1040000,4,1,1,1,,3,0
6,3,2,1040000,4,1,1,1,,3,0
2,15,1,600000,1,1,1,1,4,3,0
9,18,2,600000,4,1,1,1,,1,1
9,14,2,600000,4,1,1,1,,1,1
5,0,6,1000000,4,1,1,1,,3,0
5,0,6,400000,4,1,1,1,,3,0
2,3,1,2600000,1,2,1,1,1,3,0
9,27,6,500000,4,1,1,1,,3,0
6,2,2,300000,4,1,1,1,,1,1
2,12,1,3800000,1,3,1,1,1,3,0
3,10,1,2600000,3,3,1,1,1,3,0
1,4,1,5000000,3,3,1,1,1,3,0
3,0,2,2200000,3,3,1,1,14,3,0
4,10,2,3800000,3,2,1,1,1,3,0
3,1,2,3300000,3,1,1,1,1,3,0
9,20,6,500000,4,1,2,1,,2,1
7,5,2,1800000,4,1,1,1,,2,1
6,0,2,1000000,4,1,1,1,,2,1
9,0,6,500000,4,1,1,1,,3,0
9,2,2,1000000,4,1,1,1,,3,0
2,27,1,6000000,1,2,1,1,1,3,0
2,10,1,2800000,3,2,1,1,1,3,0
9,11,6,200000,4,1,1,1,,2,1
8,0,2,2300000,3,2,1,1,1,3,0
9,7,2,3600000,3,1,1,1,,3,0
9,10,6,500000,4,1,1,1,,3,0
8,25,2,4000000,1,2,1,1,,3,0
2,17,1,5000000,1,2,1,1,2,3,0
8,12,1,2500000,2,2,1,1,,3,0
2,2,1,6500000,1,2,1,1,1,3,0
8,20,2,2400000,1,2,1,1,,3,0
3,13,2,1500000,3,1,1,1,,3,0
9,6,2,3200000,1,1,1,1,,3,0
8,2,2,2200000,3,2,1,1,,3,0
8,2,2,2600000,3,3,1,1,,3,0
9,20,2,2400000,1,2,1,1,,3,0
9,0,6,1000000,4,2,1,1,,3,0
8,16,2,3500000,3,1,1,1,,3,0
3,3,1,3800000,3,1,1,1,7,3,0
7,15,2,2500000,4,2,1,1,,3,0
7,22,2,2800000,4,2,1,1,,3,0
3,3,1,2500000,3,2,1,1,1,3,0
9,10,2,1800000,4,1,1,1,,3,0
9,28,6,2200000,4,2,1,1,,3,0
9,3,2,3500000,1,1,1,1,,3,0
9,10,2,1600000,4,1,2,1,,3,0
8,2,2,3200000,1,2,1,1,,3,0
5,0,1,1000000,3,2,1,1,1,3,0
5,1,2,600000,4,1,1,1,1,3,0
7,5,2,2200000,4,1,1,1,,3,0
9,5,6,600000,4,2,1,1,,2,1
9,5,2,2340000,4,2,1,1,,3,0
7,2,2,1200000,4,1,1,1,,2,1
7,5,2,120000,4,1,1,1,,1,1
2,14,1,2000000,1,2,1,1,1,3,0
1,7,1,5000000,1,1,1,1,1,3,0
5,5,1,4600000,1,1,1,1,6,3,0
9,1,6,400000,4,1,1,1,,1,1
7,15,2,1560000,4,1,1,1,,2,1
7,5,2,2200000,4,1,1,1,,3,0
9,0,2,1200000,4,2,1,1,,3,0
8,4,2,2500000,3,1,1,1,,3,0
2,8,1,2400000,1,2,1,1,1,2,1
4,9,2,1500000,3,3,1,1,14,3,0
5,3,2,2600000,3,2,1,1,14,3,0
9,4,2,2000000,4,2,1,1,,3,0
9,5,6,700000,4,2,1,1,,3,0
4,11,2,4500000,3,4,1,1,,3,0
1,4,2,10000000,3,4,1,1,1,3,0
9,0,6,400000,4,2,1,1,,3,0
9,2,2,2470000,3,2,1,1,,3,0
9,1,2,2340000,3,2,1,1,,3,0
7,16,2,2200000,4,2,1,1,,2,1
2,20,1,2500000,1,2,1,1,3,3,0
7,0,2,2400000,1,3,1,1,,3,0
7,20,2,2400000,4,2,1,1,,3,0
9,23,6,2000000,1,3,1,1,,3,0
1,6,2,5000000,1,2,1,1,,3,0
9,30,2,800000,4,2,1,1,,2,1
9,4,2,2000000,4,2,1,1,,3,0
9,25,6,240000,4,1,1,1,,2,1
7,15,2,2400000,4,1,1,1,,2,1
9,10,6,800000,4,2,1,1,,2,1
9,9,2,1700000,4,1,1,1,,3,0
6,3,6,1600000,1,1,1,1,,3,0
6,7,6,2000000,4,2,1,1,,3,0
6,2,2,800000,4,3,1,1,,3,0
9,8,2,1600000,4,1,1,1,,3,0
9,2,2,1920000,4,1,1,1,,2,1
8,15,2,4000000,4,1,1,1,,3,0
9,28,2,1600000,4,1,1,1,,3,0
2,15,1,3600000,1,1,1,1,1,3,0
2,9,1,3660000,1,1,1,1,7,3,0
9,0,2,3900000,4,2,1,1,,3,0
6,10,2,2600000,4,2,1,1,,3,0
2,16,1,4080000,1,2,1,1,5,3,0
2,10,1,6000000,1,2,1,1,2,3,0
9,1,6,1800000,4,3,1,1,,3,0
9,0,2,3600000,1,1,1,1,7,3,0
9,16,2,1040000,4,1,1,1,,3,0
9,18,2,1300000,4,1,1,1,,3,0
9,2,6,2000000,4,2,1,1,,3,0
9,0,6,400000,4,1,1,1,,3,0
9,4,2,2000000,1,1,1,1,,3,0
9,3,2,2000000,1,1,1,1,,3,0
9,20,2,320000,4,1,1,1,,2,1
9,15,6,600000,4,1,1,1,,3,0
7,28,2,1200000,4,1,1,1,,3,0
9,10,2,1200000,4,1,1,1,,3,0
9,2,2,1000000,4,1,1,1,,3,0
8,11,2,2489600,1,1,1,1,,3,0
7,30,2,1400000,4,1,1,1,,3,0
8,24,2,1400000,4,1,1,1,,3,0
9,20,6,360000,4,1,1,1,,2,1
8,0,2,2000000,4,1,1,1,,2,1
8,10,2,2500000,1,2,1,1,,3,0
2,23,1,4500000,1,1,1,1,1,3,0
8,23,2,2000000,4,2,1,1,,2,1
2,3,1,4700000,1,3,1,1,1,3,0
5,2,2,1400000,3,2,1,1,,2,1
9,8,6,1000000,4,2,1,1,,3,0
8,5,1,2600000,2,2,1,1,,3,0
9,0,2,1560000,4,2,1,1,7,3,0
2,15,1,5000000,1,1,1,1,1,3,0
8,3,2,2000000,3,1,1,1,,3,0
5,2,2,350000,4,2,1,1,,3,0
2,23,1,6000000,1,3,1,1,3,3,0
9,5,6,500000,4,1,1,1,,3,0
9,4,2,1920000,4,2,1,1,14,3,0
4,4,2,2000000,4,2,1,1,1,3,0
7,4,2,3000000,4,2,1,1,,3,0
6,1,2,1200000,4,1,1,1,,2,1
9,19,6,300000,4,2,1,1,,1,1
2,24,1,4740000,1,2,1,1,1,3,0
2,13,1,4740000,1,2,1,1,1,3,0
9,2,6,1400000,4,1,1,1,,3,0
6,34,2,1200000,4,1,1,1,,2,1
6,29,2,1440000,4,1,1,1,,2,1
8,1,2,2200000,4,1,1,1,,3,0
1,5,2,2500000,3,1,1,1,,3,0
1,7,1,5500000,1,2,1,1,1,3,0
2,1,1,3300000,3,2,1,1,1,3,0
8,12,2,2400000,4,3,1,1,,3,0
8,0,6,2000000,4,2,1,1,,3,0
9,20,2,1600000,4,1,1,1,,3,0
2,4,1,3300000,3,1,1,1,1,3,0
9,1,2,2000000,4,1,1,1,,3,0
2,6,1,2800000,1,3,1,1,1,3,0
3,1,2,2000000,2,1,1,1,1,3,0
5,4,2,2000000,4,1,1,1,,3,0
7,3,2,1200000,4,1,1,1,,2,1
5,3,2,2220000,4,2,1,1,,3,0
7,7,2,3000000,4,2,1,1,,3,0
7,4,2,2000000,4,1,1,1,,3,0
8,5,2,1800000,4,2,1,1,,2,1
7,10,2,2000000,4,1,1,1,,3,0
9,20,6,1140000,4,1,1,1,,3,0
2,3,1,3300000,3,1,1,1,1,3,0
6,20,2,1000000,4,1,1,1,,3,0
9,30,2,960000,4,1,1,1,,3,0
4,37,1,3300000,1,1,1,1,,3,0
5,0,2,2500000,4,2,1,1,,3,0
3,5,1,3000000,3,2,1,1,1,3,0
7,2,2,4000000,3,2,1,1,,3,0
9,13,6,1000000,4,2,1,1,,3,0
9,10,6,500000,4,1,1,1,14,3,0
7,3,2,1300000,4,2,1,1,,3,0
9,2,2,2000000,4,3,1,1,,3,0
7,4,2,1500000,4,1,1,1,,2,1
9,26,6,480000,4,1,1,1,,2,1
4,3,2,800000,3,1,1,1,1,2,1
1,4,2,3700000,1,3,1,1,1,3,0
8,1,1,1000000,3,1,1,1,,2,1
9,2,6,500000,4,2,1,1,,2,1
6,10,2,1700000,4,1,2,1,,3,0
9,1,2,400000,4,1,1,1,,3,0
6,0,2,2400000,4,1,1,1,,3,0
5,19,1,6500000,1,2,1,1,6,3,0
1,5,2,5000000,3,3,1,1,1,3,0
9,10,6,800000,4,2,1,1,,3,0
2,15,1,4000000,1,1,1,1,1,3,0
9,0,2,1600000,4,1,1,1,,3,0
9,0,2,1000000,4,1,1,1,,3,0
2,12,1,5000000,1,2,1,1,4,3,0
9,20,2,2600000,4,1,1,1,,2,1
6,6,2,1000000,4,2,1,1,,1,1
2,4,1,1200000,1,2,1,1,1,2,1
8,4,2,2600000,3,2,1,1,,2,1
7,10,2,4000000,4,1,1,1,,3,0
1,6,2,3600000,4,1,1,1,,3,0
5,2,2,2000000,4,2,1,1,14,3,0
6,26,2,1820000,4,1,1,1,,3,0
7,5,2,800000,4,1,1,1,,2,1
8,12,2,2000000,4,2,1,1,,3,0
7,0,2,1920000,4,2,1,1,,3,0
7,0,2,1920000,4,2,1,1,,3,0
9,7,2,2400000,1,2,1,1,,3,0
9,3,2,2400000,4,2,1,1,,3,0
7,3,2,1920000,4,2,1,1,,3,0
7,10,2,2000000,4,2,1,1,,3,0
2,6,2,1800000,3,3,1,1,10,3,0
8,2,2,1000000,4,1,1,1,,3,0
8,0,2,2500000,4,1,1,1,,3,0
7,5,2,2000000,4,1,1,1,,3,0
6,8,2,2000000,4,1,1,1,,3,0
9,0,6,200000,4,2,1,1,14,3,0
7,0,2,1440000,4,1,1,1,,2,1
9,5,2,2860000,4,2,1,1,,3,0
9,4,2,1600000,4,1,1,1,,3,0
9,2,2,1400000,4,1,1,1,,3,0
9,2,2,1400000,4,1,1,1,,2,1
9,16,2,2080000,4,2,1,1,,3,0
9,0,2,2000000,4,1,1,1,7,3,0
3,8,1,1200000,2,1,1,1,1,3,0
8,12,2,3800000,4,1,1,1,,3,0
4,0,2,3200000,3,2,1,1,14,3,0
4,1,2,2450000,1,2,1,1,1,3,0
7,15,2,2600000,4,1,1,1,,3,0
3,10,2,2000000,4,3,1,1,,3,0
7,10,2,2000000,4,2,1,1,14,3,0
5,15,2,2800000,4,3,1,1,,3,0
9,0,2,2680000,3,3,1,1,,3,0
7,0,2,2550000,3,2,1,1,14,3,0
4,1,2,1600000,4,1,1,1,,2,1
7,1,2,800000,4,1,1,1,,3,0
9,2,2,1200000,4,1,1,1,,3,0
7,30,2,2500000,4,1,1,1,,2,1
5,0,2,1000000,4,1,1,1,,2,1
7,21,2,0,4,2,1,1,,2,1
9,15,6,800000,4,1,1,1,,3,0
9,5,2,2350000,1,1,1,1,,3,0
9,12,6,600000,4,1,1,1,7,2,1
7,6,2,2880000,4,1,1,1,,2,1
9,20,6,800000,4,1,1,1,,2,1
9,10,6,1000000,4,1,1,1,,2,1
5,2,2,0,4,1,1,1,,2,1
9,10,2,2400000,4,1,1,1,,3,0
9,4,6,1600000,4,1,1,1,1,3,0
8,15,2,2000000,3,1,1,1,,3,0
9,12,2,1540000,4,2,1,1,,2,1
9,19,2,1760000,4,2,1,1,,2,1
5,3,1,3900000,1,2,1,1,6,3,0
9,0,1,3650000,3,2,1,1,1,3,0
9,13,6,1000000,4,2,1,1,,3,0
3,8,2,2900000,1,2,1,1,1,3,0
4,0,2,3000000,1,3,1,1,1,3,0
9,1,2,1200000,4,2,1,1,,2,1
9,0,6,400000,4,2,1,1,,2,1
7,1,2,1200000,4,2,1,1,,2,1
2,0,1,2000000,3,2,1,1,3,3,0
5,2,2,1600000,4,2,1,1,,3,0
9,1,2,2500000,4,1,1,1,,3,0
4,0,2,3100000,1,1,1,1,,3,0
1,24,1,7000000,1,2,1,1,1,3,0
2,15,1,5200000,1,3,1,1,1,3,0
3,13,2,0,2,3,1,1,1,3,0
2,1,2,2000000,4,3,1,1,1,3,0
2,20,1,14000000,1,3,1,1,1,3,0
2,23,1,8500000,1,3,1,1,1,3,0
2,10,2,4300000,1,2,1,1,1,3,0
1,12,2,7000000,1,2,1,1,1,3,0
4,10,1,3000000,1,3,1,1,14,3,0
4,0,2,2500000,4,3,1,1,1,3,0
5,4,2,3500000,1,2,1,1,5,3,0
4,2,2,2300000,1,2,1,1,,3,0
7,8,2,3500000,1,2,1,1,,3,0
2,17,1,5000000,1,2,1,1,1,3,0
3,9,2,3500000,1,2,1,1,1,3,0
2,4,1,3300000,3,3,1,1,1,3,0
4,4,2,3000000,1,3,1,1,10,3,0
1,13,2,7000000,1,3,1,1,1,3,0
2,3,2,2500000,2,2,1,1,1,3,0
8,15,2,5800000,3,2,1,1,7,3,0
4,4,1,5000000,1,3,1,1,14,3,0
4,1,1,5000000,1,2,1,1,9,3,0
4,0,2,1000000,1,2,1,1,14,3,0
1,0,1,9000000,1,3,1,1,1,3,0
3,6,1,3500000,2,3,1,1,1,3,0
2,20,1,4500000,1,3,1,1,1,3,0
2,18,1,4900000,1,1,1,1,1,3,0
2,13,1,4900000,1,1,1,1,3,3,0
5,21,1,7000000,1,2,1,1,14,3,0
5,6,1,6500000,1,2,1,1,14,3,0
5,11,2,800000,1,1,1,1,,2,1
2,12,1,3500000,1,3,1,1,9,3,0
2,21,1,3500000,1,3,1,1,10,3,0
9,2,6,800000,4,2,1,1,,3,0
7,5,2,1400000,4,2,1,1,,3,0
3,14,1,2500000,1,2,1,1,,3,0
3,0,2,2250000,3,2,1,1,1,3,0
3,1,2,2250000,3,2,1,1,1,3,0
5,1,2,1000000,4,2,1,1,,3,0
7,1,2,2500000,3,1,1,1,,3,0
9,3,2,1800000,4,1,1,1,,3,0
9,1,2,1000000,4,1,1,1,,3,0
4,5,2,2250000,1,2,1,1,14,3,0
9,8,6,800000,4,1,1,1,,2,1
5,10,2,3500000,3,2,1,1,14,3,0
3,6,1,3350000,3,2,1,1,1,3,0
2,25,1,2500000,1,2,1,1,1,3,0
5,20,2,2500000,1,2,1,1,1,3,0
3,4,2,3600000,1,1,1,1,,3,0
7,32,2,1600000,4,1,1,1,,2,1
6,5,2,1000000,4,1,1,1,,2,1
7,0,2,1600000,3,1,1,1,,2,1
9,6,2,2000000,4,1,1,1,,2,1
5,0,2,600000,4,1,1,1,,2,1
9,1,2,2600000,4,1,1,1,,3,0
9,5,2,1800000,4,1,1,1,,3,0
6,3,2,800000,4,1,1,1,,3,0
8,2,2,1200000,4,2,1,1,,2,1
8,9,2,2000000,4,2,1,1,,3,0
3,15,2,3500000,1,3,1,1,1,3,0
3,6,2,3500000,1,3,1,1,1,3,0
5,11,1,6583800,1,2,1,1,1,3,0
5,4,1,2750000,3,3,1,1,1,3,0
4,15,1,1800000,3,3,1,1,,3,0
8,4,2,2200000,3,2,1,1,,2,1
4,8,2,2500000,4,1,1,1,14,3,0
3,13,2,2300000,1,3,1,1,,3,0
5,7,2,2300000,1,3,1,1,,3,0
5,5,2,1400000,3,2,1,1,,3,0
9,2,2,0,3,1,1,1,,3,0
7,30,2,2300000,3,1,1,1,,2,1
9,22,6,800000,4,1,1,1,,3,0
7,8,2,3000000,4,1,1,1,,2,1
9,1,6,800000,4,1,1,1,,2,1
9,1,2,2000000,3,1,1,1,,3,0
9,4,2,2000000,4,2,1,1,,3,0
2,19,1,5000000,1,2,1,1,3,3,0
9,1,2,500000,4,1,1,1,,3,0
9,17,2,1600000,4,1,1,1,,3,0
5,8,2,2000000,4,1,1,1,,3,0
9,5,2,600000,4,2,1,1,1,3,0
5,4,2,2500000,3,2,1,1,,3,0
9,5,2,1050000,4,1,1,1,,3,0
5,0,2,2000000,2,1,1,1,1,3,0
2,19,1,5600000,1,2,1,1,1,3,0
2,3,2,2860000,4,1,1,1,1,3,0
9,7,2,1600000,4,1,1,1,,3,0
7,8,2,1520000,4,1,1,1,14,3,0
5,19,1,6600000,1,2,1,1,1,3,0
2,6,2,2500000,1,1,1,1,1,3,0
7,19,2,700000,4,1,1,1,,3,0
7,15,2,1400000,4,1,1,1,,3,0
9,0,6,1000000,4,1,1,1,,3,0
5,5,2,1200000,4,1,1,1,1,3,0
2,19,1,5000000,1,2,1,1,3,3,0
2,19,1,5000000,1,2,1,1,3,3,0
3,18,1,3500000,1,2,1,1,1,3,0
9,0,2,1920000,4,1,1,1,,2,1
5,0,2,800000,4,1,1,1,,3,0
9,11,2,2680370,3,2,1,1,,3,0
7,26,2,2500000,4,1,1,1,,3,0
7,2,2,1200000,4,1,2,1,,3,0
3,5,2,600000,4,1,1,1,,2,1
7,10,2,2000000,4,1,1,1,,2,1
5,8,6,400000,4,1,1,1,,2,1
8,6,2,2500000,1,2,1,1,14,3,0
3,2,2,3000000,1,2,1,1,14,3,0
7,7,2,2200000,4,1,1,1,,3,0
7,4,2,2400000,4,1,1,1,,3,0
5,1,2,1200000,4,1,1,1,,3,0
9,9,2,1960000,4,1,1,1,,2,1
7,3,2,1400000,4,2,2,1,,3,0
5,10,2,2550000,1,3,1,1,14,2,1
9,1,2,1600000,4,2,1,1,,3,0
2,6,2,3000000,3,2,1,1,10,3,0
3,23,1,5300000,1,2,1,1,1,3,0
2,5,1,3000000,1,2,1,1,1,3,0
9,1,6,1400000,4,2,1,1,,2,1
2,2,1,2700000,3,2,1,1,1,3,0
7,2,2,3120000,4,1,1,1,,3,0
7,1,2,1800000,4,1,1,1,,2,1
8,23,2,820000,4,1,1,1,,2,1
6,1,2,1500000,4,1,1,1,,3,0
4,0,2,1300000,4,1,1,1,,3,0
5,0,2,2550000,4,2,1,1,,3,0
5,2,2,2650000,4,2,1,1,,3,0
9,12,6,1200000,4,1,1,1,,3,0
7,2,2,2000000,4,1,1,1,,3,0
7,2,2,1600000,4,1,1,1,,3,0
2,10,1,3000000,1,3,1,1,1,3,0
2,13,1,5000000,1,2,1,1,1,3,0
7,10,2,3000000,4,2,1,1,,3,0
2,15,1,6600000,3,2,1,1,1,3,0
2,26,1,7892500,1,2,1,1,5,3,0
2,13,1,3240000,1,2,1,1,1,3,0
5,5,2,2200000,4,2,1,1,7,3,0
2,8,1,5200000,1,2,1,1,1,3,0
2,6,1,9000000,1,3,1,1,1,3,0
2,17,1,5200000,1,2,1,1,3,3,0
4,1,2,4900000,3,3,1,1,14,3,0
7,10,2,2600000,4,1,1,1,,2,1
2,13,1,3300000,1,2,1,1,1,3,0
2,13,2,1200000,1,2,1,1,1,3,0
9,16,6,780000,4,1,1,1,,2,1
9,2,2,1500000,4,1,1,1,,2,1
3,6,2,2680000,4,1,1,1,1,3,0
8,1,2,4500000,4,1,1,1,,3,0
7,6,2,1800000,4,2,1,1,,2,1
9,10,6,600000,4,2,1,1,,2,1
2,1,1,4000000,3,3,1,1,1,3,0
1,4,2,2600000,4,3,1,1,14,3,0
6,6,2,2000000,4,1,1,1,1,3,0
4,6,2,2600000,3,1,1,1,1,3,0
2,22,1,6320000,1,3,1,1,1,3,0
3,22,2,2500000,1,3,1,1,14,3,0
5,2,2,800000,4,2,1,1,,3,0
1,16,2,8000000,2,3,1,1,1,3,0
3,6,2,2000000,4,3,1,1,1,3,0
2,13,2,2000000,1,2,1,1,1,3,0
7,2,2,2500000,3,1,1,1,,3,0
9,4,2,300000,4,1,1,1,,2,1
8,1,2,1600000,4,1,1,1,,3,0
2,12,2,650000,1,3,1,1,10,3,0
9,6,2,100000,4,1,1,1,,1,1
9,6,2,2000000,2,1,1,1,,2,1
9,6,2,2000000,4,1,1,1,,3,0
5,5,2,2550000,4,1,1,1,,3,0
5,0,2,1600000,4,1,1,1,,3,0
5,2,2,1000000,3,2,1,1,1,2,1
8,0,2,2400000,4,2,1,1,,3,0
9,0,6,800000,4,2,1,1,,3,0
4,10,2,1900000,2,3,1,1,1,3,0
8,4,2,3200000,4,1,1,1,,2,1
8,10,2,2350000,1,1,1,1,,3,0
7,1,2,800000,4,1,1,1,,3,0
8,15,2,3800000,1,3,1,1,,3,0
7,2,2,2000000,4,2,1,1,7,3,0
8,5,2,2000000,4,1,1,1,,2,1
7,0,2,800000,4,2,1,1,,2,1
7,5,2,1400000,4,2,1,1,,2,1
8,3,2,2472000,1,1,1,1,,3,0
1,2,2,2500000,4,1,1,1,14,3,0
9,2,2,2100000,4,1,1,1,,3,0
7,10,2,2800000,4,3,1,1,,3,0
9,0,2,1100000,4,1,1,1,,2,1
7,8,2,1600000,4,1,1,1,,3,0
7,16,2,2200000,4,2,1,1,,3,0
7,18,2,2000000,4,1,1,1,,3,0
8,5,2,3000000,1,1,1,1,,2,1
9,34,2,2400000,4,1,1,1,,2,1
9,24,2,1200000,4,1,1,1,,3,0
5,0,6,400000,4,1,1,1,,3,0
8,1,2,1800000,1,1,1,1,,3,0
9,5,2,1600000,4,1,1,1,,3,0
8,1,2,1800000,1,1,1,1,,3,0
9,4,2,1000000,4,1,1,1,,3,0
7,15,2,2880000,4,1,1,1,,3,0
8,13,2,4000000,4,1,1,1,7,3,0
5,6,2,1500000,4,1,1,1,,3,0
2,6,1,4900000,1,1,1,1,3,3,0
9,6,6,200000,4,1,1,1,,3,0
5,2,2,1000000,4,1,1,1,,3,0
9,0,6,450000,4,1,1,1,,2,1
7,1,2,1200000,4,1,1,1,,3,0
9,16,2,1200000,4,1,1,1,,2,1
7,2,2,2000000,4,1,1,1,,3,0
6,20,2,1100000,4,1,1,1,,3,0
6,10,2,2200000,4,1,1,1,,3,0
6,30,2,2200000,4,1,2,1,,3,0
6,2,2,1200000,4,1,1,1,,3,0
5,12,2,500000,4,1,1,1,,3,0
6,10,2,2500000,4,1,1,1,,3,0
6,5,2,1800000,4,1,1,1,,3,0
9,7,1,700000,3,1,1,1,,3,0
9,1,6,800000,4,1,1,1,,3,0
9,16,6,600000,4,1,1,1,,3,0
7,10,2,1000000,4,1,1,1,,2,1
2,20,1,4200000,1,3,1,1,9,3,0
2,20,1,5600000,1,2,1,1,9,3,0
1,21,1,8400000,1,1,1,1,6,3,0
9,8,6,300000,4,1,1,1,,3,0
5,1,2,960000,4,1,1,1,,3,0
7,0,2,1400000,4,1,1,1,,3,0
9,13,2,1440000,4,1,1,1,,3,0
9,0,2,1500000,4,1,1,1,,3,0
9,0,2,1500000,4,1,1,1,,3,0
9,10,2,1440000,4,1,1,1,,3,0
9,7,2,1440000,4,1,1,1,,3,0
9,5,2,1440000,4,1,1,1,,3,0
8,5,2,3000000,1,1,1,1,,3,0
7,8,2,1000000,4,1,1,1,,1,1
8,22,2,2080000,3,1,1,1,,3,0
9,3,2,0,4,1,1,1,,3,0
5,2,6,200000,4,1,1,1,,3,0
9,2,2,600000,4,1,1,1,,3,0
8,2,2,2200000,4,1,1,1,,3,0
5,3,2,3200000,4,2,1,1,,2,1
9,15,2,2000000,4,1,1,1,,3,0
