Ocupacion,Años_Trabajados,Tipo_Trabajo,Ingresos_Mensuales,Tipo_Contrato,Ingreso_Jubilacion,Idioma_Casa,Lee_Escribe,Asiste_Asistio,Titulo_Alcanzado,Asiste_Actual,Razon_Dejar,indice_pobreza,condicion_pobreza
"9,00","0,00","6,00","1.500.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"5,00","2,00","2,00","2.400.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","15,00","3,00","0,00"
"2,00","9,00","2,00","3.600.000,00","3,00","0,00","3,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"4,00","0,00","2,00","2.500.000,00","3,00","0,00","3,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"5,00","2,00","1,00","2.200.000,00","1,00","0,00","2,00","1,00","1,00","6,00","19,00","2,00","3,00","0,00"
"5,00","2,00","1,00","2.200.000,00","1,00","0,00","2,00","1,00","1,00","6,00","19,00","2,00","3,00","0,00"
"5,00","7,00","2,00","1.200.000,00","4,00","0,00","3,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"9,00","0,00","2,00","800.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"9,00","0,00","2,00","2.400.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"5,00","5,00","6,00","3.000.000,00","4,00","0,00","3,00","1,00","1,00","14,00","19,00","14,00","3,00","0,00"
"4,00","20,00","1,00","2.500.000,00","1,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"9,00","1,00","2,00","2.000.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"8,00","8,00","2,00","3.000.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"1,00","7,00","2,00","2.600.000,00","3,00","0,00","3,00","1,00","1,00","1,00","19,00","1,00","3,00","0,00"
"7,00","0,00","2,00","2.600.000,00","3,00","0,00","3,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"2,00","23,00","1,00","6.000.000,00","1,00","0,00","3,00","1,00","1,00","1,00","19,00","2,00","3,00","0,00"
"7,00","30,00","2,00","3.000.000,00","1,00","0,00","2,00","1,00","1,00",,"19,00","3,00","3,00","0,00"
"9,00","1,00","2,00","2.437.000,00","1,00","0,00","3,00","1,00","1,00",,"19,00","16,00","3,00","0,00"
"2,00","17,00","1,00","3.600.000,00","1,00","0,00","2,00","1,00","1,00","3,00","19,00","2,00","3,00","0,00"
"7,00","1,00","2,00","2.600.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"3,00","3,00","2,00","2.200.000,00","1,00","0,00","2,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"5,00","0,00","2,00","1.500.000,00","3,00","0,00","2,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"5,00","8,00","2,00","2.500.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","3,00","3,00","0,00"
"9,00","10,00","6,00","480.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","1,00","2,00","1,00"
"9,00","29,00","2,00","1.540.000,00","4,00","0,00","1,00","2,00","1,00",,"19,00","14,00","3,00","0,00"
"9,00","0,00","2,00","1.400.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"5,00","0,00","6,00","800.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","7,00","3,00","0,00"
"9,00","3,00","2,00","2.340.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","15,00","3,00","0,00"
"9,00","24,00","6,00","560.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"8,00","23,00","2,00","2.300.000,00","3,00","0,00","1,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"4,00","7,00","2,00","3.000.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"9,00","18,00","6,00","1.600.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"9,00","34,00","6,00","600.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","6,00","3,00","0,00"
"7,00","3,00","2,00","1.200.000,00","4,00","0,00","3,00","1,00","1,00",,"19,00","18,00","3,00","0,00"
"9,00","18,00","6,00","1.400.000,00","4,00","0,00","3,00","1,00","1,00",,"19,00","14,00","3,00","0,00"
"6,00","20,00","2,00","2.600.000,00","4,00","0,00","3,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"5,00","2,00","2,00","1.440.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"5,00","6,00","1,00","3.000.000,00","1,00","0,00","1,00","1,00","1,00","6,00","19,00","2,00","3,00","0,00"
"9,00","12,00","2,00","2.600.000,00","1,00","0,00","2,00","1,00","1,00",,"19,00","14,00","3,00","0,00"
"3,00","4,00","2,00","0,00","4,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"1,00","4,00","2,00","3.500.000,00","1,00","0,00","2,00","1,00","1,00","1,00","19,00","5,00","3,00","0,00"
"9,00","0,00","2,00","2.500.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","14,00","3,00","0,00"
"2,00","5,00","1,00","2.200.000,00","1,00","0,00","3,00","1,00","1,00","10,00","19,00","3,00","3,00","0,00"
"4,00","8,00","2,00","3.500.000,00","1,00","0,00","3,00","1,00","1,00","1,00","19,00","2,00","3,00","0,00"
"5,00","15,00","1,00","4.807.580,00","1,00","0,00","3,00","1,00","1,00","6,00","19,00","2,00","3,00","0,00"
"2,00","24,00","1,00","5.027.366,00","1,00","0,00","2,00","1,00","1,00","9,00","19,00","2,00","3,00","0,00"
"9,00","2,00","2,00","1.920.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"5,00","26,00","1,00","7.317.240,00","1,00","0,00","2,00","1,00","1,00","10,00","19,00","2,00","3,00","0,00"
"2,00","6,00","1,00","5.280.000,00","1,00","0,00","2,00","1,00","1,00","1,00","19,00","2,00","3,00","0,00"
"2,00","25,00","1,00","11.911.704,00","1,00","0,00","3,00","1,00","1,00","10,00","19,00","2,00","3,00","0,00"
"2,00","28,00","1,00","5.460.000,00","1,00","0,00","3,00","1,00","1,00","10,00","19,00","2,00","3,00","0,00"
"4,00","5,00","2,00","2.400.000,00","3,00","0,00","3,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"5,00","3,00","2,00","2.400.000,00","4,00","0,00","3,00","1,00","1,00","14,00","19,00","15,00","3,00","0,00"
"9,00","18,00","6,00","1.000.000,00","4,00","0,00","3,00","1,00","1,00",,"19,00","15,00","3,00","0,00"
"3,00","13,00","1,00","2.579.600,00","1,00","0,00","2,00","1,00","1,00","1,00","19,00","5,00","3,00","0,00"
"4,00","5,00","1,00","2.550.307,00","2,00","0,00","2,00","1,00","1,00",,"19,00","16,00","3,00","0,00"
"9,00","3,00","6,00","1.000.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","15,00","2,00","1,00"
"1,00","0,00","2,00","2.344.650,00","1,00","0,00","2,00","1,00","1,00",,"19,00","3,00","3,00","0,00"
"8,00","0,00","2,00","2.000.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"7,00","2,00","2,00","1.600.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"9,00","13,00","1,00","1.600.000,00","3,00","0,00","1,00","1,00","1,00",,"19,00","6,00","3,00","0,00"
"9,00","1,00","2,00","1.680.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"9,00","30,00","6,00","1.000.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"2,00","5,00","1,00","2.000.000,00","1,00","0,00","2,00","1,00","1,00","1,00","19,00","3,00","3,00","0,00"
"2,00","4,00","2,00","3.500.000,00","3,00","0,00","2,00","1,00","1,00","1,00","19,00","2,00","3,00","0,00"
"5,00","13,00","2,00","1.600.000,00","1,00","0,00","3,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"3,00","5,00","2,00","1.500.000,00","1,00","0,00","2,00","1,00","1,00",,"19,00","1,00","2,00","1,00"
"1,00","2,00","1,00","2.614.000,00","1,00","0,00","3,00","1,00","1,00","1,00","19,00","3,00","3,00","0,00"
"2,00","16,00","1,00","5.661.264,00","1,00","0,00","3,00","1,00","1,00","9,00","19,00","2,00","3,00","0,00"
"9,00","23,00","6,00","600.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","1,00","2,00","1,00"
"9,00","0,00","1,00","1.160.000,00","3,00","0,00","2,00","1,00","1,00",,"19,00","2,00","2,00","1,00"
"5,00","2,00","1,00","2.439.174,00","1,00","0,00","1,00","1,00","1,00","6,00","19,00","2,00","3,00","0,00"
"9,00","18,00","2,00","2.800.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"5,00","16,00","2,00","1.400.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"5,00","2,00","2,00","1.200.000,00","1,00","0,00","3,00","1,00","1,00","14,00","19,00","8,00","3,00","0,00"
"5,00","6,00","2,00","1.200.000,00","4,00","0,00","3,00","1,00","1,00",,"19,00","3,00","3,00","0,00"
"3,00","2,00","2,00","2.680.373,00","3,00","0,00","2,00","1,00","1,00","1,00","19,00","1,00","3,00","0,00"
"3,00","5,00","2,00","4.000.000,00","1,00","0,00","3,00","1,00","1,00","1,00","19,00","2,00","3,00","0,00"
"4,00","12,00","2,00","3.000.000,00","1,00","0,00","3,00","1,00","1,00","1,00","19,00","2,00","3,00","0,00"
"4,00","6,00","1,00","2.000.000,00","3,00","0,00","2,00","1,00","1,00","7,00","19,00","2,00","3,00","0,00"
"7,00","11,00","2,00","2.000.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"2,00","10,00","1,00","2.300.000,00","1,00","0,00","3,00","1,00","1,00","1,00","19,00","2,00","3,00","0,00"
"7,00","1,00","2,00","1.600.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","16,00","3,00","0,00"
"3,00","10,00","1,00","2.500.000,00","1,00","0,00","2,00","1,00","1,00","1,00","19,00","2,00","3,00","0,00"
"9,00","35,00","6,00","800.000,00","4,00","0,00","3,00","1,00","1,00",,"19,00","14,00","3,00","0,00"
"4,00","0,00","2,00","1.800.000,00","4,00","0,00","3,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"4,00","1,00","1,00","2.000.000,00","1,00","0,00","2,00","1,00","1,00","14,00","19,00","15,00","3,00","0,00"
"2,00","15,00","1,00","12.000.000,00","1,00","0,00","3,00","1,00","1,00","1,00","19,00","2,00","3,00","0,00"
"7,00","0,00","2,00","1.200.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"5,00","8,00","2,00","2.500.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","2,00","2,00","1,00"
"7,00","0,00","2,00","1.400.000,00","4,00","0,00","2,00","1,00","1,00","5,00","19,00","14,00","2,00","1,00"
"5,00","2,00","2,00","1.200.000,00","3,00","0,00","1,00","1,00","1,00",,"19,00","14,00","3,00","0,00"
"2,00","19,00","1,00","2.792.160,00","1,00","0,00","1,00","1,00","1,00","10,00","19,00","2,00","3,00","0,00"
"7,00","2,00","2,00","1.000.000,00","4,00","0,00","3,00","1,00","1,00","14,00","19,00","18,00","3,00","0,00"
"4,00","6,00","1,00","2.550.307,00","3,00","0,00","3,00","1,00","1,00","7,00","19,00","2,00","3,00","0,00"
"1,00","16,00","2,00","3.600.000,00","1,00","0,00","3,00","1,00","1,00","1,00","19,00","14,00","3,00","0,00"
"5,00","4,00","2,00","2.500.000,00","1,00","0,00","3,00","1,00","1,00","14,00","19,00","2,00","3,00","0,00"
"2,00","24,00","1,00","7.522.550,00","1,00","0,00","3,00","1,00","1,00","10,00","19,00","5,00","3,00","0,00"
"5,00","0,00","2,00","1.000.000,00","4,00","0,00","3,00","1,00","1,00","1,00","19,00","2,00","3,00","0,00"
"4,00","1,00","1,00","3.240.000,00","2,00","0,00","3,00","1,00","1,00","1,00","19,00","2,00","3,00","0,00"
"9,00","22,00","2,00","900.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"7,00","9,00","2,00","4.000.000,00","4,00","0,00","2,00","1,00","1,00","14,00","19,00","2,00","3,00","0,00"
"3,00","3,00","2,00","2.500.000,00","4,00","0,00","2,00","1,00","1,00","1,00","19,00","2,00","3,00","0,00"
"8,00","13,00","2,00","2.400.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"4,00","17,00","2,00","1.700.000,00","3,00","0,00","2,00","1,00","1,00","14,00","19,00","2,00","3,00","0,00"
"5,00","8,00","2,00","1.830.000,00","1,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"3,00","7,00","2,00","6.500.000,00","1,00","0,00","3,00","1,00","1,00","1,00","19,00","2,00","3,00","0,00"
"1,00","5,00","1,00","2.500.000,00","3,00","0,00","3,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"5,00","0,00","6,00","800.000,00","4,00","0,00","3,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"3,00","13,00","1,00","2.500.000,00","1,00","0,00","3,00","1,00","1,00","1,00","19,00","14,00","3,00","0,00"
"5,00","0,00","2,00","1.200.000,00","3,00","0,00","3,00","1,00","1,00","1,00","19,00","2,00","3,00","0,00"
"8,00","12,00","2,00","3.500.000,00","4,00","0,00","3,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"2,00","4,00","1,00","4.200.000,00","1,00","0,00","2,00","1,00","1,00","14,00","19,00","2,00","3,00","0,00"
"3,00","2,00","2,00","2.800.000,00","1,00","0,00","2,00","1,00","1,00","1,00","19,00","2,00","3,00","0,00"
"9,00","13,00","6,00","800.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"4,00","3,00","2,00","1.200.000,00","1,00","0,00","2,00","1,00","1,00","1,00","19,00","2,00","3,00","0,00"
"3,00","3,00","2,00","6.000.000,00","2,00","0,00","3,00","1,00","1,00","10,00","19,00","2,00","3,00","0,00"
"5,00","3,00","2,00","2.000.000,00","4,00","0,00","3,00","1,00","1,00","14,00","19,00","18,00","3,00","0,00"
"2,00","5,00","1,00","5.300.000,00","1,00","0,00","2,00","1,00","1,00","1,00","19,00","2,00","3,00","0,00"
"5,00","6,00","2,00","1.200.000,00","4,00","0,00","3,00","1,00","1,00","14,00","19,00","18,00","3,00","0,00"
"2,00","15,00","1,00","4.000.000,00","1,00","0,00","3,00","1,00","1,00","1,00","19,00","2,00","3,00","0,00"
"9,00","6,00","1,00","2.200.000,00","3,00","0,00","3,00","1,00","1,00","14,00","19,00","3,00","3,00","0,00"
"4,00","4,00","1,00","2.200.000,00","1,00","0,00","3,00","1,00","1,00","14,00","19,00","18,00","3,00","0,00"
"9,00","0,00","2,00","2.000.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"3,00","17,00","1,00","3.580.000,00","1,00","0,00","2,00","1,00","1,00","14,00","19,00","18,00","3,00","0,00"
"5,00","20,00","2,00","1.500.000,00","4,00","0,00","2,00","1,00","1,00","14,00","19,00","2,00","3,00","0,00"
"5,00","3,00","2,00","1.000.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"4,00","7,00","1,00","2.580.000,00","1,00","0,00","2,00","1,00","1,00","1,00","19,00","2,00","3,00","0,00"
"9,00","1,00","2,00","1.200.000,00","4,00","0,00","1,00","1,00","1,00","14,00","19,00","18,00","3,00","0,00"
"7,00","10,00","2,00","2.000.000,00","4,00","0,00","3,00","1,00","1,00",,"19,00","2,00","2,00","1,00"
"9,00","2,00","6,00","240.000,00","4,00","0,00","3,00","1,00","1,00","14,00","19,00","2,00","2,00","1,00"
"3,00","11,00","2,00","4.000.000,00","1,00","0,00","3,00","1,00","1,00",,"19,00","16,00","3,00","0,00"
"5,00","4,00","2,00","1.400.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","14,00","3,00","0,00"
"8,00","1,00","2,00","2.350.000,00","4,00","0,00","2,00","1,00","1,00","7,00","19,00","2,00","3,00","0,00"
"1,00","3,00","2,00","2.600.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"5,00","5,00","2,00","2.370.000,00","3,00","0,00","3,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"1,00","4,00","1,00","2.550.307,00","2,00","0,00","3,00","1,00","1,00","1,00","19,00","2,00","3,00","0,00"
"9,00","10,00","1,00","4.068.750,00","1,00","0,00","2,00","1,00","1,00","1,00","19,00","5,00","3,00","0,00"
"2,00","13,00","1,00","2.044.000,00","1,00","0,00","2,00","1,00","1,00","1,00","19,00","5,00","3,00","0,00"
"7,00","8,00","2,00","1.200.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","15,00","3,00","0,00"
"2,00","2,00","1,00","3.320.000,00","3,00","0,00","2,00","1,00","1,00","1,00","19,00","14,00","3,00","0,00"
"2,00","20,00","1,00","5.500.000,00","1,00","0,00","3,00","1,00","1,00","9,00","19,00","2,00","3,00","0,00"
"2,00","17,00","1,00","3.500.000,00","1,00","0,00","3,00","1,00","1,00","1,00","19,00","2,00","3,00","0,00"
"8,00","2,00","1,00","2.350.000,00","3,00","0,00","2,00","1,00","1,00",,"19,00","3,00","3,00","0,00"
"9,00","0,00","2,00","1.500.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"8,00","3,00","2,00","1.800.000,00","1,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"9,00","15,00","2,00","2.500.000,00","1,00","0,00","2,00","1,00","1,00","14,00","19,00","1,00","2,00","1,00"
"7,00","20,00","2,00","2.160.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"9,00","1,00","6,00","800.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"3,00","0,00","2,00","2.000.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","12,00","3,00","0,00"
"9,00","10,00","2,00","1.200.000,00","4,00","0,00","2,00","1,00","1,00","14,00","19,00","18,00","3,00","0,00"
"5,00","1,00","2,00","1.200.000,00","4,00","0,00","2,00","1,00","1,00","7,00","19,00","2,00","3,00","0,00"
"9,00","0,00","2,00","1.600.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"9,00","14,00","2,00","2.400.000,00","1,00","0,00","1,00","1,00","1,00",,"19,00","15,00","3,00","0,00"
"1,00","3,00","2,00","2.922.000,00","1,00","0,00","1,00","1,00","1,00","1,00","19,00","5,00","3,00","0,00"
"1,00","7,00","2,00","2.444.000,00","1,00","0,00","1,00","1,00","1,00","1,00","19,00","5,00","3,00","0,00"
"8,00","15,00","2,00","2.400.000,00","1,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"7,00","4,00","2,00","1.800.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"7,00","9,00","2,00","2.500.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"7,00","12,00","2,00","2.400.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"9,00","24,00","2,00","2.600.000,00","1,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"4,00","12,00","1,00","3.155.400,00","1,00","0,00","2,00","1,00","1,00","14,00","19,00","15,00","3,00","0,00"
"9,00","5,00","1,00","2.500.000,00","3,00","0,00","2,00","1,00","1,00","14,00","19,00","2,00","3,00","0,00"
"9,00","2,00","6,00","1.000.000,00","4,00","0,00","3,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"7,00","30,00","2,00","800.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"9,00","32,00","6,00","600.000,00","4,00","0,00","3,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"3,00","5,00","2,00","600.000,00","3,00","0,00","2,00","1,00","1,00",,"19,00","2,00","2,00","1,00"
"9,00","2,00","2,00","2.500.000,00","3,00","0,00","3,00","1,00","1,00",,"19,00","2,00","2,00","1,00"
"7,00","30,00","2,00","2.600.000,00","3,00","0,00","1,00","1,00","1,00",,"19,00","14,00","3,00","0,00"
"2,00","10,00","2,00","2.000.000,00","2,00","0,00","3,00","1,00","1,00","1,00","19,00","14,00","3,00","0,00"
"7,00","0,00","2,00","1.000.000,00","4,00","0,00","3,00","1,00","1,00",,"19,00","2,00","2,00","1,00"
"5,00","5,00","2,00","1.000.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"5,00","16,00","2,00","1.800.000,00","3,00","0,00","3,00","1,00","1,00",,"19,00","14,00","3,00","0,00"
"9,00","16,00","2,00","1.820.000,00","3,00","0,00","3,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"7,00","10,00","2,00","2.320.500,00","3,00","0,00","2,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"5,00","1,00","2,00","1.000.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","1,00","2,00","1,00"
"5,00","14,00","2,00","2.550.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"5,00","0,00","2,00","1.200.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","14,00","3,00","0,00"
"9,00","0,00","6,00","1.600.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","2,00","2,00","1,00"
"5,00","20,00","2,00","2.480.000,00","1,00","0,00","2,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"5,00","0,00","1,00","800.000,00","3,00","0,00","1,00","1,00","1,00",,"19,00","6,00","3,00","0,00"
"6,00","1,00","2,00","1.200.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"9,00","25,00","2,00","1.000.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"4,00","1,00","2,00","1.800.000,00","1,00","0,00","3,00","1,00","1,00","1,00","19,00","2,00","3,00","0,00"
"8,00","7,00","2,00","3.000.000,00","4,00","0,00","3,00","1,00","1,00","14,00","19,00","2,00","3,00","0,00"
"6,00","8,00","2,00","700.000,00","3,00","0,00","1,00","1,00","1,00",,"19,00","6,00","3,00","0,00"
"9,00","2,00","2,00","800.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","14,00","3,00","0,00"
"2,00","2,00","1,00","3.650.000,00","3,00","0,00","2,00","1,00","1,00","1,00","19,00","5,00","3,00","0,00"
"9,00","5,00","6,00","1.000.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","15,00","3,00","0,00"
"3,00","2,00","2,00","1.000.000,00","3,00","0,00","2,00","1,00","1,00","4,00","19,00","3,00","3,00","0,00"
"7,00","0,00","2,00","400.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"4,00","1,00","1,00","2.500.000,00","3,00","0,00","3,00","1,00","1,00","1,00","19,00","1,00","3,00","0,00"
"5,00","2,00","2,00","800.000,00","4,00","0,00","2,00","1,00","1,00","14,00","19,00","18,00","3,00","0,00"
"5,00","2,00","2,00","1.000.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","2,00","2,00","1,00"
"9,00","20,00","6,00","350.000,00","4,00","0,00","3,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"9,00","1,00","6,00","300.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"7,00","10,00","2,00","1.200.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","15,00","3,00","0,00"
"6,00","23,00","2,00","1.200.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","15,00","3,00","0,00"
"5,00","8,00","2,00","400.000,00","3,00","0,00","1,00","1,00","1,00",,"19,00","15,00","3,00","0,00"
"6,00","10,00","2,00","120.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"5,00","2,00","2,00","800.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","16,00","3,00","0,00"
"6,00","20,00","2,00","1.250.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","12,00","2,00","1,00"
"5,00","15,00","2,00","550.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","14,00","2,00","1,00"
"9,00","15,00","6,00","200.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","2,00","2,00","1,00"
"2,00","9,00","1,00","4.200.000,00","1,00","0,00","2,00","1,00","1,00","4,00","19,00","2,00","2,00","1,00"
"9,00","0,00","2,00","1.320.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","15,00","2,00","1,00"
"9,00","7,00","2,00","1.800.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","14,00","3,00","0,00"
"7,00","0,00","2,00","400.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","3,00","2,00","1,00"
"9,00","1,00","6,00","700.000,00","4,00","0,00","1,00","1,00","1,00","14,00","19,00","1,00","3,00","0,00"
"8,00","15,00","1,00","1.500.000,00","3,00","0,00","1,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"7,00","27,00","2,00","2.500.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"1,00","1,00","1,00","1.000.000,00","3,00","0,00","2,00","1,00","1,00",,"19,00","1,00","2,00","1,00"
"5,00","7,00","2,00","600.000,00","4,00","0,00","2,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"5,00","5,00","6,00","700.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"9,00","0,00","6,00","160.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","6,00","2,00","1,00"
"7,00","15,00","2,00","1.000.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","12,00","3,00","0,00"
"4,00","7,00","1,00","2.142.258,00","1,00","0,00","2,00","1,00","1,00","1,00","19,00","3,00","3,00","0,00"
"7,00","0,00","2,00","600.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","1,00","2,00","1,00"
"9,00","3,00","2,00","1.200.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","2,00","3,00","0,00"
"3,00","20,00","1,00","2.600.000,00","3,00","0,00","1,00","1,00","1,00","7,00","19,00","2,00","3,00","0,00"
"5,00","14,00","1,00","4.565.000,00","1,00","0,00","2,00","1,00","1,00","6,00","19,00","5,00","3,00","0,00"
"9,00","3,00","6,00","400.000,00","4,00","0,00","1,00","2,00","1,00",,"19,00","1,00","1,00","1,00"
"9,00","0,00","7,00","640.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","1,00","3,00","0,00"
"2,00","6,00","1,00","4.300.000,00","2,00","0,00","1,00","1,00","1,00","1,00","19,00","2,00","3,00","0,00"
"2,00","10,00","1,00","8.000.000,00","1,00","0,00","2,00","1,00","1,00","10,00","19,00","14,00","3,00","0,00"
"2,00","3,00","1,00","4.500.000,00","1,00","0,00","3,00","1,00","1,00","14,00","19,00","18,00","3,00","0,00"
"2,00","18,00","1,00","6.671.565,00","1,00","0,00","2,00","1,00","1,00","1,00","19,00","2,00","3,00","0,00"
"7,00","22,00","2,00","1.800.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","1,00","2,00","1,00"
"9,00","3,00","6,00","252.000,00","4,00","0,00","1,00","1,00","1,00",,"19,00","1,00","2,00","1,00"
