B01REC,B03LU,B03MA,B03MI,B03JU,B03VI,B03SA,B03DO,B07A,B12,B16T,B26,E01A,E01B,E01C,E01H,ED01,ED02,ED03,ED0504,ED06C,ED08,ED10,e01aimde,e01hde,pobrezai,pobnopoi
"9,00","12,00","12,00","12,00","0,00","6,00","12,00","12,00","8,00","2,00","3.200.000,00","1,00","3.200.000,00","0,00","0,00","0,00","1,00","1,00","1,00","1.003,00",,"19,00","2,00","3.162.905,72","0,00","3,00","0,00"
"7,00","10,00","10,00","10,00","0,00","10,00","10,00","10,00","16,00","2,00","3.380.000,00","4,00","3.380.000,00","0,00","0,00","0,00","2,00","1,00","1,00","306,00",,"19,00","1,00","3.340.819,17","0,00","3,00","0,00"
"8,00","8,00","8,00","8,00","0,00","8,00","8,00","8,00","8,00","2,00","4.000.000,00","1,00","5.040.000,00","0,00","0,00","0,00","1,00","1,00","1,00","306,00",,"19,00","1,00","4.981.576,51","0,00","3,00","0,00"
"2,00","0,00","6,00","0,00","0,00","0,00","6,00","6,00","13,00","1,00","4.800.000,00","1,00","4.800.000,00","0,00","0,00","0,00","4,00","1,00","1,00","2.406,00","1,00","19,00","2,00","4.744.358,58","0,00","3,00","0,00"
"8,00","12,00","12,00","12,00","0,00","12,00","12,00","12,00","3,00","2,00","2.500.000,00","4,00","2.500.000,00","0,00","0,00","0,00","4,00","1,00","1,00","903,00",,"19,00","2,00","2.471.020,09","0,00","3,00","0,00"
"3,00","9,30","9,30","9,30","0,00","4,00","9,30","9,30","1,00","2,00","2.500.000,00","3,00","2.500.000,00","0,00","0,00","0,00","4,00","1,00","1,00","903,00",,"19,00","2,00","2.471.020,09","0,00","3,00","0,00"
"9,00","8,00","8,00","8,00","8,00","8,00","8,00","8,00","2,00","2,00","800.000,00","4,00","800.000,00","0,00","0,00","0,00","1,00","1,00","1,00","2.402,00","14,00","19,00","2,00","790.726,43","0,00","3,00","0,00"
"6,00","10,00","10,00","10,00","0,00","6,00","10,00","10,00","20,00","2,00","4.800.000,00","1,00","7.800.000,00","0,00","0,00","0,00","4,00","1,00","1,00","503,00",,"19,00","6,00","7.800.000,00","0,00","3,00","0,00"
"9,00","12,00","12,00","12,00","0,00","5,00","12,00","12,00","16,00","2,00","2.000.000,00","1,00","2.000.000,00","0,00","0,00","0,00","4,00","1,00","1,00","903,00",,"19,00","2,00","2.000.000,00","0,00","3,00","0,00"
"8,00","8,30","8,30","8,30","0,00","4,30","8,30","8,30","2,00","2,00","3.000.000,00","1,00","3.000.000,00","0,00","0,00","0,00","4,00","1,00","1,00","409,00",,"19,00","1,00","3.000.000,00","0,00","3,00","0,00"
"9,00","12,00","12,00","12,00","0,00","5,00","12,00","12,00","15,00","2,00","2.500.000,00","4,00","2.500.000,00","0,00","0,00","0,00","1,00","1,00","1,00","306,00",,"19,00","1,00","2.500.000,00","0,00","3,00","0,00"
"9,00","10,00","10,00","10,00","0,00","10,00","10,00","10,00","0,00","2,00","3.000.000,00","4,00","3.000.000,00","0,00","0,00","0,00","4,00","1,00","1,00","409,00",,"19,00","1,00","3.000.000,00","0,00","3,00","0,00"
"7,00","10,00","0,00","6,00","10,00","10,00","10,00","10,00","8,00","2,00","6.000.000,00","3,00","6.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.401,00","14,00","19,00","2,00","6.009.397,02","0,00","3,00","0,00"
"3,00","8,00","0,00","4,00","8,00","8,00","8,00","8,00","3,00","2,00","2.500.000,00","1,00","2.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.403,00","14,00","19,00","2,00","2.503.915,43","0,00","3,00","0,00"
"5,00","9,00","0,00","4,00","9,00","9,00","9,00","9,00","0,00","2,00","600.000,00","4,00","600.000,00","0,00","0,00","0,00","1,00","1,00","1,00","901,00",,"19,00","2,00","600.939,70","0,00","3,00","0,00"
"3,00","6,00","0,00","5,00","5,00","5,00","5,00","5,00","1,00","2,00","800.000,00","4,00","800.000,00","0,00","0,00","0,00","1,00","1,00","1,00","1.603,00",,"19,00","14,00","801.252,94","0,00","3,00","0,00"
"9,00","4,00","0,00","0,00","4,00","4,00","4,00","4,00","0,00","6,00","600.000,00","4,00","1.100.000,00","0,00","0,00","0,00","1,00","1,00","1,00","903,00",,"19,00","14,00","1.101.722,79","0,00","3,00","0,00"
"9,00","6,00","0,00","6,00","6,00","6,00","6,00","6,00","22,00","6,00","700.000,00","4,00","700.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.404,00","14,00","19,00","14,00","701.096,32","0,00","3,00","0,00"
"9,00","6,00","0,00","6,00","6,00","6,00","6,00","6,00","18,00","6,00","700.000,00","4,00","1.480.000,00","0,00","0,00","0,00","1,00","1,00","1,00","2.404,00","14,00","19,00","14,00","1.482.317,93","0,00","3,00","0,00"
"8,00","10,00","0,00","4,00","10,00","10,00","10,00","10,00","22,00","2,00","3.800.000,00","3,00","3.800.000,00","0,00","0,00","0,00","1,00","1,00","1,00","306,00",,"19,00","1,00","3.805.951,45","0,00","3,00","0,00"
"9,00","8,00","0,00","4,00","8,00","8,00","8,00","8,00","32,00","2,00","800.000,00","4,00","800.000,00","0,00","0,00","0,00","1,00","1,00","1,00","306,00",,"19,00","2,00","801.252,94","0,00","3,00","0,00"
"7,00","8,00","0,00","8,00","8,00","8,00","8,00","8,00","15,00","2,00","3.000.000,00","4,00","3.000.000,00","0,00","0,00","0,00","1,00","1,00","1,00","409,00",,"19,00","15,00","3.004.698,51","0,00","3,00","0,00"
"7,00","8,00","0,00","4,00","8,00","8,00","8,00","8,00","4,00","2,00","1.880.000,00","4,00","1.880.000,00","0,00","0,00","0,00","1,00","1,00","1,00","409,00",,"19,00","15,00","1.882.944,40","0,00","3,00","0,00"
"7,00","10,00","0,00","6,00","10,00","10,00","10,00","10,00","11,00","2,00","3.600.000,00","4,00","3.600.000,00","0,00","0,00","0,00","1,00","1,00","1,00","306,00",,"19,00","17,00","3.605.638,22","0,00","3,00","0,00"
"1,00","9,00","0,00","8,00","9,00","9,00","9,00","9,00","0,00","2,00","4.000.000,00","3,00","4.000.000,00","0,00","0,00","0,00","1,00","1,00","1,00","903,00",,"19,00","2,00","4.006.264,68","0,00","3,00","0,00"
"7,00","8,00","0,00","0,00","8,00","0,00","8,00","0,00","3,00","2,00","2.400.000,00","4,00","2.400.000,00","0,00","0,00","0,00","1,00","1,00","1,00","604,00",,"19,00","1,00","2.403.758,81","0,00","3,00","0,00"
"9,00","8,00","0,00","8,00","8,00","8,00","8,00","8,00","12,00","6,00","2.000.000,00","4,00","2.400.000,00","0,00","0,00","0,00","1,00","1,00","1,00","304,00",,"19,00","1,00","2.403.758,81","0,00","3,00","0,00"
"7,00","10,00","0,00","10,00","10,00","10,00","10,00","10,00","5,00","2,00","2.400.000,00","4,00","2.400.000,00","0,00","0,00","0,00","1,00","1,00","1,00","306,00",,"19,00","1,00","2.411.311,86","0,00","2,00","1,00"
"9,00","10,00","0,00","4,00","10,00","10,00","10,00","10,00","6,00","2,00","1.680.000,00","4,00","2.720.000,00","0,00","0,00","0,00","1,00","1,00","1,00","306,00",,"19,00","1,00","2.732.820,11","0,00","3,00","0,00"
"9,00","10,00","0,00","10,00","10,00","10,00","10,00","10,00","2,00","2,00","1.920.000,00","4,00","1.920.000,00","0,00","0,00","0,00","1,00","4,00","1,00","302,00",,"19,00","14,00","1.929.049,49","0,00","2,00","1,00"
"9,00","9,00","0,00","9,00","9,00","9,00","9,00","9,00","10,00","6,00","700.000,00","4,00","1.050.000,00","150.000,00","0,00","0,00","1,00","1,00","1,00","408,00",,"19,00","14,00","1.054.948,94","0,00","2,00","1,00"
"7,00","9,00","0,00","4,00","9,00","9,00","9,00","9,00","14,00","2,00","2.880.000,00","4,00","2.880.000,00","0,00","0,00","0,00","1,00","1,00","1,00","304,00",,"19,00","14,00","2.893.574,23","0,00","3,00","0,00"
"3,00","10,00","10,00","0,00","0,00","10,00","10,00","10,00","6,00","2,00","2.500.000,00","1,00","7.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.404,00","10,00","19,00","2,00","7.005.477,31","0,00","3,00","0,00"
"3,00","12,00","12,00","0,00","12,00","12,00","12,00","12,00","6,00","2,00","2.500.000,00","1,00","2.800.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.404,00","1,00","19,00","2,00","2.802.190,92","0,00","3,00","0,00"
"8,00","8,00","8,00","0,00","6,00","8,00","8,00","8,00","6,00","2,00","2.000.000,00","4,00","2.000.000,00","0,00","0,00","0,00","1,00","1,00","1,00","407,00",,"19,00","6,00","2.001.564,95","0,00","3,00","0,00"
"9,00","10,00","10,00","0,00","10,00","10,00","10,00","10,00","2,00","6,00","1.200.000,00","4,00","1.200.000,00","0,00","0,00","0,00","1,00","2,00","1,00","303,00",,"19,00","1,00","1.200.938,97","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","8,00","8,00","8,00","8,00","8,00","2,00","2.500.000,00","3,00","3.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","606,00",,"19,00","1,00","3.002.347,42","0,00","3,00","0,00"
"9,00","8,00","8,00","0,00","8,00","8,00","8,00","8,00","2,00","6,00","1.000.000,00","4,00","1.800.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.404,00","14,00","19,00","18,00","1.800.000,00","0,00","3,00","0,00"
"8,00","6,00","6,00","0,00","0,00","6,00","6,00","6,00","30,00","2,00","2.000.000,00","1,00","2.800.000,00","0,00","0,00","0,00","1,00","1,00","1,00","606,00",,"19,00","2,00","2.800.000,00","0,00","3,00","0,00"
"8,00","10,00","10,00","0,00","10,00","10,00","10,00","10,00","0,00","2,00","1.200.000,00","4,00","1.600.000,00","0,00","0,00","0,00","1,00","1,00","1,00","2.402,00","14,00","19,00","1,00","1.600.000,00","0,00","3,00","0,00"
"4,00","15,00","15,00","15,00","0,00","15,00","15,00","15,00","1,00","2,00","2.800.000,00","1,00","2.800.000,00","0,00","0,00","0,00","1,00","1,00","1,00","2.403,00","14,00","19,00","1,00","2.800.000,00","0,00","3,00","0,00"
"7,00","12,00","12,00","0,00","6,00","12,00","12,00","12,00","15,00","2,00","3.500.000,00","4,00","3.500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","606,00",,"19,00","2,00","3.500.000,00","0,00","3,00","0,00"
"2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","21,00","1,00","6.800.000,00","1,00","6.800.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.103,00","3,00","19,00","2,00","6.700.462,25","0,00","3,00","0,00"
"2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","20,00","1,00","7.300.000,00","1,00","7.300.000,00","1.000.000,00","0,00","0,00","3,00","1,00","1,00","2.103,00","5,00","19,00","2,00","7.193.143,30","0,00","3,00","0,00"
"3,00","9,00","9,00","9,00","0,00","6,00","9,00","9,00","10,00","2,00","3.500.000,00","1,00","3.500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.405,00","1,00","19,00","2,00","3.448.767,33","0,00","3,00","0,00"
"4,00","8,00","8,00","8,00","0,00","0,00","0,00","8,00","4,00","1,00","2.680.373,00","3,00","2.680.373,00","0,00","0,00","0,00","2,00","1,00","1,00","2.405,00","1,00","19,00","2,00","2.641.137,96","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","0,00","8,00","8,00","8,00","4,00","2,00","2.500.000,00","3,00","2.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.405,00","1,00","19,00","2,00","2.463.405,24","0,00","3,00","0,00"
"2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","23,00","1,00","6.500.000,00","1,00","6.950.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.404,00","1,00","19,00","5,00","6.848.266,56","0,00","3,00","0,00"
"8,00","9,00","9,00","9,00","0,00","9,00","0,00","9,00","9,00","2,00","2.500.000,00","3,00","2.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","2.463.405,24","0,00","3,00","0,00"
"4,00","12,00","12,00","12,00","0,00","6,00","0,00","12,00","3,00","2,00","2.500.000,00","3,00","2.700.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","3,00","2.660.477,66","0,00","3,00","0,00"
"2,00","12,00","0,00","12,00","12,00","12,00","12,00","12,00","3,00","1,00","3.300.000,00","3,00","3.300.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.404,00","1,00","19,00","2,00","3.289.711,61","0,00","3,00","0,00"
"2,00","8,00","6,00","12,00","12,00","12,00","12,00","6,00","2,00","1,00","15.000.000,00","1,00","15.000.000,00","8.000.000,00","0,00","0,00","3,00","1,00","1,00","2.406,00","10,00","19,00","2,00","14.953.234,61","0,00","3,00","0,00"
"4,00","8,00","0,00","0,00","8,00","8,00","8,00","8,00","14,00","2,00","4.100.000,00","1,00","4.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.404,00","1,00","19,00","2,00","4.485.970,38","0,00","3,00","0,00"
"9,00","3,00","3,00","0,00","3,00","3,00","3,00","3,00","9,00","6,00","600.000,00","4,00","600.000,00","0,00","0,00","0,00","1,00","1,00","1,00","407,00",,"19,00","14,00","600.000,00","0,00","2,00","1,00"
"1,00","8,00","8,00","0,00","0,00","8,00","8,00","8,00","3,00","2,00","10.000.000,00","3,00","10.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.405,00","14,00","19,00","18,00","10.000.000,00","0,00","3,00","0,00"
"9,00","8,00","8,00","0,00","4,00","8,00","8,00","8,00","0,00","6,00","1.200.000,00","4,00","1.680.000,00","0,00","0,00","0,00","1,00","1,00","1,00","903,00",,"19,00","2,00","1.680.000,00","0,00","3,00","0,00"
"1,00","8,00","8,00","0,00","0,00","8,00","8,00","8,00","19,00","1,00","5.000.000,00","1,00","5.000.000,00","1.000.000,00","0,00","0,00","2,00","1,00","1,00","2.404,00","1,00","19,00","2,00","5.000.000,00","0,00","3,00","0,00"
"9,00","8,00","8,00","8,00","0,00","4,00","8,00","8,00","10,00","2,00","1.820.000,00","4,00","1.820.000,00","0,00","0,00","0,00","1,00","1,00","1,00","903,00",,"19,00","2,00","1.820.000,00","0,00","3,00","0,00"
"4,00","8,00","8,00","8,00","0,00","4,00","8,00","8,00","4,00","2,00","2.350.000,00","3,00","2.350.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.404,00","1,00","19,00","2,00","2.350.000,00","0,00","3,00","0,00"
"1,00","8,00","8,00","8,00","0,00","6,00","8,00","8,00","3,00","2,00","4.000.000,00","3,00","5.500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.405,00","1,00","19,00","2,00","5.500.000,00","0,00","3,00","0,00"
"2,00","4,00","0,00","0,00","0,00","0,00","0,00","0,00","5,00","1,00","500.000,00","1,00","500.000,00","2.000.000,00","300.000,00","0,00","2,00","1,00","1,00","2.404,00","1,00","19,00","2,00","500.000,00","0,00","3,00","0,00"
"8,00","8,00","8,00","8,00","0,00","8,00","8,00","8,00","10,00","2,00","2.800.000,00","4,00","2.800.000,00","0,00","0,00","0,00","1,00","1,00","1,00","305,00",,"19,00","2,00","2.800.000,00","0,00","3,00","0,00"
"9,00","8,00","8,00","8,00","0,00","8,00","8,00","8,00","3,00","2,00","1.200.000,00","4,00","1.200.000,00","0,00","0,00","0,00","2,00","1,00","1,00","902,00",,"19,00","1,00","1.200.000,00","0,00","3,00","0,00"
"9,00","2,00","8,00","8,00","0,00","5,00","8,00","8,00","12,00","2,00","1.440.000,00","4,00","1.440.000,00","0,00","0,00","0,00","1,00","1,00","1,00","303,00",,"19,00","14,00","1.440.000,00","0,00","3,00","0,00"
"4,00","8,00","8,00","8,00","0,00","0,00","8,00","8,00","2,00","2,00","2.500.000,00","3,00","2.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.404,00","1,00","19,00","2,00","2.500.000,00","0,00","3,00","0,00"
"7,00","10,00","10,00","10,00","0,00","5,00","10,00","10,00","7,00","2,00","3.000.000,00","4,00","3.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","902,00",,"19,00","15,00","3.000.000,00","0,00","3,00","0,00"
"10,00","12,00","12,00","0,00","0,00","12,00","12,00","0,00","20,00","1,00","7.000.000,00","1,00","7.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.303,00","6,00","19,00","2,00","7.066.298,34","0,00","3,00","0,00"
"4,00","9,00","0,00","5,00","9,00","9,00","9,00","9,00","0,00","2,00","2.500.000,00","4,00","2.500.000,00","0,00","0,00","0,00","1,00","1,00","1,00","2.402,00","14,00","19,00","1,00","2.523.677,98","0,00","3,00","0,00"
"2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","18,00","1,00","980.000,00","1,00","1.140.000,00","0,00","0,00","0,00","1,00","1,00","1,00","2.103,00","4,00","19,00","2,00","1.150.797,16","0,00","2,00","1,00"
"9,00","0,00","0,00","0,00","8,00","8,00","8,00","8,00","0,00","2,00","2.880.000,00","4,00","3.840.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.401,00","14,00","19,00","3,00","3.876.369,38","0,00","3,00","0,00"
"9,00","10,00","10,00","0,00","4,00","10,00","10,00","10,00","0,00","6,00","300.000,00","4,00","950.000,00","0,00","0,00","0,00","1,00","1,00","1,00","306,00",,"19,00","1,00","954.477,61","0,00","2,00","1,00"
"9,00","6,00","6,00","6,00","0,00","0,00","6,00","6,00","1,00","6,00","650.000,00","4,00","1.250.000,00","0,00","0,00","0,00","4,00","1,00","1,00","304,00",,"19,00","14,00","1.235.510,05","0,00","3,00","0,00"
"8,00","12,00","12,00","12,00","12,00","12,00","12,00","12,00","4,00","2,00","3.000.000,00","4,00","4.000.000,00","0,00","0,00","0,00","4,00","1,00","1,00","303,00",,"19,00","11,00","3.953.632,15","0,00","3,00","0,00"
"9,00","12,00","12,00","12,00","12,00","12,00","12,00","12,00","4,00","2,00","3.000.000,00","1,00","3.000.000,00","0,00","0,00","0,00","1,00","1,00","1,00","409,00",,"19,00","2,00","2.965.224,11","0,00","3,00","0,00"
"6,00","12,00","12,00","12,00","12,00","12,00","12,00","12,00","8,00","2,00","4.000.000,00","4,00","4.000.000,00","0,00","0,00","0,00","1,00","1,00","1,00","302,00",,"19,00","2,00","3.953.632,15","0,00","3,00","0,00"
"9,00","8,00","8,00","0,00","8,00","8,00","8,00","8,00","1,00","2,00","3.300.000,00","3,00","3.680.000,00","0,00","0,00","0,00","1,00","1,00","1,00","303,00",,"19,00","1,00","3.682.879,50","0,00","3,00","0,00"
"8,00","12,00","12,00","12,00","0,00","8,00","12,00","12,00","0,00","2,00","3.000.000,00","3,00","3.000.000,00","0,00","0,00","0,00","4,00","1,00","1,00","409,00",,"19,00","2,00","3.028.413,58","0,00","3,00","0,00"
"8,00","12,00","12,00","12,00","0,00","6,00","12,00","12,00","16,00","2,00","4.500.000,00","3,00","4.500.000,00","0,00","0,00","0,00","1,00","1,00","1,00","304,00",,"19,00","14,00","4.542.620,36","0,00","3,00","0,00"
"9,00","0,00","1,30","0,00","0,00","0,00","1,30","0,00","11,00","2,00","668.000,00","4,00","668.000,00","0,00","0,00","0,00","1,00","1,00","1,00","306,00",,"19,00","6,00","674.326,76","0,00","3,00","0,00"
"9,00","12,00","12,00","12,00","0,00","12,00","12,00","12,00","0,00","2,00","3.500.000,00","3,00","3.500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.403,00","14,00","19,00","2,00","3.533.149,17","0,00","3,00","0,00"
"4,00","6,00","6,00","6,00","0,00","0,00","6,00","6,00","5,00","1,00","2.400.000,00","1,00","2.400.000,00","0,00","0,00","0,00","1,00","1,00","1,00","2.406,00","1,00","19,00","2,00","2.422.730,86","0,00","3,00","0,00"
"9,00","10,00","10,00","10,00","0,00","10,00","10,00","10,00","6,00","2,00","3.000.000,00","4,00","3.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","301,00",,"19,00","1,00","3.028.413,58","0,00","3,00","0,00"
"9,00","8,00","8,00","0,00","0,00","8,00","0,00","0,00","5,00","6,00","600.000,00","4,00","750.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","1,00","757.103,39","0,00","3,00","0,00"
"9,00","10,00","10,00","10,00","0,00","10,00","10,00","10,00","14,00","2,00","2.500.000,00","4,00","3.100.000,00","0,00","0,00","0,00","4,00","1,00","1,00","304,00",,"19,00","2,00","3.129.360,70","0,00","3,00","0,00"
"9,00","10,00","10,00","10,00","10,00","10,00","10,00","10,00","6,00","2,00","2.200.000,00","4,00","2.200.000,00","0,00","0,00","0,00","1,00","1,00","1,00","408,00",,"19,00","2,00","2.220.836,62","0,00","3,00","0,00"
"6,00","10,00","10,00","10,00","10,00","10,00","10,00","10,00","4,00","2,00","2.500.000,00","4,00","2.500.000,00","0,00","0,00","0,00","1,00","1,00","1,00","901,00",,"19,00","2,00","2.523.677,98","0,00","3,00","0,00"
"9,00","8,00","8,00","8,00","0,00","0,00","8,00","8,00","0,00","6,00","1.500.000,00","4,00","1.500.000,00","0,00","0,00","0,00","1,00","1,00","1,00","407,00",,"19,00","6,00","1.514.206,79","0,00","3,00","0,00"
"2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","14,00","1,00","4.000.000,00","1,00","4.000.000,00","0,00","0,00","0,00","1,00","1,00","1,00","2.405,00","1,00","19,00","2,00","3.987.529,23","0,00","3,00","0,00"
"4,00","8,00","8,00","0,00","4,00","8,00","8,00","8,00","6,00","2,00","4.600.000,00","1,00","4.734.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.405,00","1,00","19,00","2,00","4.719.240,84","0,00","3,00","0,00"
"8,00","8,00","8,00","0,00","8,00","8,00","8,00","8,00","10,00","2,00","3.500.000,00","1,00","3.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","304,00",,"19,00","2,00","3.489.088,08","0,00","3,00","0,00"
"6,00","8,00","8,00","0,00","8,00","8,00","8,00","8,00","8,00","2,00","2.500.000,00","3,00","2.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","304,00",,"19,00","15,00","2.492.205,77","0,00","3,00","0,00"
"4,00","8,00","8,00","0,00","8,00","8,00","8,00","8,00","2,00","2,00","1.000.000,00","4,00","1.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","996.882,31","0,00","3,00","0,00"
"9,00","6,00","6,00","0,00","6,00","6,00","6,00","6,00","0,00","2,00","800.000,00","4,00","800.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","797.505,85","0,00","3,00","0,00"
"1,00","8,00","8,00","0,00","0,00","8,00","8,00","8,00","2,00","2,00","9.000.000,00","2,00","9.000.000,00","0,00","0,00","0,00","4,00","1,00","1,00","303,00",,"19,00","2,00","8.971.940,76","0,00","3,00","0,00"
"4,00","8,00","8,00","0,00","0,00","8,00","8,00","8,00","2,00","2,00","4.500.000,00","2,00","4.500.000,00","0,00","0,00","0,00","4,00","1,00","1,00","409,00",,"19,00","14,00","4.485.970,38","0,00","3,00","0,00"
